longitude,latitude,NDWI
-117.67481064323673,33.87850604843009,-0.15035266
-117.69277694891912,33.885963728773746,-0.12815501
-117.68379379607792,33.885963728773746,-0.13985449
-117.67481064323673,33.885963728773746,-0.14616676
-117.70176010176029,33.89342075723637,-0.14194737
-117.69277694891912,33.89342075723637,-0.14648421
-117.68379379607792,33.89342075723637,-0.14493723
-117.67481064323673,33.89342075723637,-0.14713427
-117.66582749039553,33.89342075723637,-0.13614184
-117.65684433755433,33.89342075723637,-0.12788661
-117.71074325460148,33.900877133748665,-0.1347056
-117.70176010176029,33.900877133748665,-0.14902414
-117.69277694891912,33.900877133748665,-0.14318416
-117.68379379607792,33.900877133748665,-0.13778742
-117.67481064323673,33.900877133748665,-0.14358087
-117.66582749039553,33.900877133748665,-0.14018464
-117.65684433755433,33.900877133748665,-0.14198449
-117.71972640744268,33.90833285824133,-0.14213836
-117.71074325460148,33.90833285824133,-0.14502607
-117.70176010176029,33.90833285824133,-0.15743758
-117.69277694891912,33.90833285824133,-0.14050314
-117.68379379607792,33.90833285824133,-0.14064792
-117.67481064323673,33.90833285824133,-0.13914216
-117.66582749039553,33.90833285824133,-0.1370588
-117.65684433755433,33.90833285824133,-0.14396456
-117.73769271312509,33.915787930645166,-0.1416062
-117.72870956028387,33.915787930645166,-0.15302432
-117.71972640744268,33.915787930645166,-0.1551201
-117.71074325460148,33.915787930645166,-0.15441127
-117.70176010176029,33.915787930645166,-0.16189796
-117.69277694891912,33.915787930645166,-0.14760713
-117.68379379607792,33.915787930645166,-0.13795246
-117.67481064323673,33.915787930645166,-0.1332872
-117.66582749039553,33.915787930645166,-0.13915884
-117.65684433755433,33.915787930645166,-0.1550313
-117.74667586596628,33.923242350891,-0.14523223
-117.73769271312509,33.923242350891,-0.14338544
-117.72870956028387,33.923242350891,-0.14727414
-117.71972640744268,33.923242350891,-0.14800148
-117.71074325460148,33.923242350891,-0.14437984
-117.70176010176029,33.923242350891,-0.14970157
-117.69277694891912,33.923242350891,-0.14337233
-117.68379379607792,33.923242350891,-0.13851617
-117.67481064323673,33.923242350891,-0.12996024
-117.66582749039553,33.923242350891,-0.13384196
-117.65684433755433,33.923242350891,-0.14511265
-117.75565901880748,33.93069611890971,-0.13027908
-117.74667586596628,33.93069611890971,-0.12818561
-117.73769271312509,33.93069611890971,-0.1358651
-117.72870956028387,33.93069611890971,-0.14721803
-117.71972640744268,33.93069611890971,-0.14575402
