longitude,latitude,NDWI
-117.67481064323673,33.87850604843009,-0.16774425
-117.69277694891912,33.885963728773746,-0.13956998
-117.68379379607792,33.885963728773746,-0.14755186
-117.67481064323673,33.885963728773746,-0.15803958
-117.70176010176029,33.89342075723637,-0.1482375
-117.69277694891912,33.89342075723637,-0.15611441
-117.68379379607792,33.89342075723637,-0.16195434
-117.67481064323673,33.89342075723637,-0.1566271
-117.66582749039553,33.89342075723637,-0.15779328
-117.65684433755433,33.89342075723637,-0.15139046
-117.71074325460148,33.900877133748665,-0.13646804
-117.70176010176029,33.900877133748665,-0.15105279
-117.69277694891912,33.900877133748665,-0.15519099
-117.68379379607792,33.900877133748665,-0.14861028
-117.67481064323673,33.900877133748665,-0.15747689
-117.66582749039553,33.900877133748665,-0.15436448
-117.65684433755433,33.900877133748665,-0.15040357
-117.71972640744268,33.90833285824133,-0.15439203
-117.71074325460148,33.90833285824133,-0.15617466
-117.70176010176029,33.90833285824133,-0.15797926
-117.69277694891912,33.90833285824133,-0.16112958
-117.68379379607792,33.90833285824133,-0.1516703
-117.67481064323673,33.90833285824133,-0.15341583
-117.66582749039553,33.90833285824133,-0.14397953
-117.65684433755433,33.90833285824133,-0.15564013
-117.73769271312509,33.915787930645166,-0.14149533
-117.72870956028387,33.915787930645166,-0.17698605
-117.71972640744268,33.915787930645166,-0.17895876
-117.71074325460148,33.915787930645166,-0.18043207
-117.70176010176029,33.915787930645166,-0.17786822
-117.69277694891912,33.915787930645166,-0.1618359
-117.68379379607792,33.915787930645166,-0.15828675
-117.67481064323673,33.915787930645166,-0.14331576
-117.66582749039553,33.915787930645166,-0.14718919
-117.65684433755433,33.915787930645166,-0.16024885
-117.74667586596628,33.923242350891,-0.16180651
-117.73769271312509,33.923242350891,-0.16305143
-117.72870956028387,33.923242350891,-0.17401259
-117.71972640744268,33.923242350891,-0.17857529
-117.71074325460148,33.923242350891,-0.17093602
-117.70176010176029,33.923242350891,-0.16480248
-117.69277694891912,33.923242350891,-0.15287082
-117.68379379607792,33.923242350891,-0.16253419
-117.67481064323673,33.923242350891,-0.1410697
-117.66582749039553,33.923242350891,-0.14810987
-117.65684433755433,33.923242350891,-0.15291664
-117.75565901880748,33.93069611890971,-0.1439207
-117.74667586596628,33.93069611890971,-0.13718449
-117.73769271312509,33.93069611890971,-0.15474838
-117.72870956028387,33.93069611890971,-0.16961978
-117.71972640744268,33.93069611890971,-0.16483499
-117.71074325460148,33.93069611890971,-0.1691528
-117.70176010176029,33.93069611890971,-0.16381122
-117.69277694891912,33.93069611890971,-0.1591141
-117.68379379607792,33.93069611890971,-0.16156091
-117.67481064323673,33.93069611890971,-0.1745734
-117.66582749039553,33.93069611890971,-0.15290703
-117.65684433755433,33.93069611890971,-0.17541783
-117.64786118471314,33.93069611890971,-0.252651
-117.63887803187194,33.93069611890971,-0.20761085
-117.62989487903073,33.93069611890971,-0.15827572
-117.62091172618953,33.93069611890971,-0.17634225
-117.61192857334834,33.93069611890971,-0.19987719
-117.76464217164867,33.93814923463222,-0.18055028
-117.75565901880748,33.93814923463222,-0.16287363
-117.74667586596628,33.93814923463222,-0.16733333
-117.73769271312509,33.93814923463222,-0.14309697
-117.72870956028387,33.93814923463222,-0.17579618
-117.71972640744268,33.93814923463222,-0.1682505
-117.71074325460148,33.93814923463222,-0.15702601
