longitude,latitude,NDWI
-117.67481064323673,33.87850604843009,-0.18426487
-117.69277694891912,33.885963728773746,-0.16280104
-117.68379379607792,33.885963728773746,-0.17128906
-117.67481064323673,33.885963728773746,-0.17537783
-117.70176010176029,33.89342075723637,-0.19057247
-117.69277694891912,33.89342075723637,-0.18682532
-117.68379379607792,33.89342075723637,-0.18041699
-117.67481064323673,33.89342075723637,-0.17731959
-117.66582749039553,33.89342075723637,-0.16787422
-117.65684433755433,33.89342075723637,-0.16551277
-117.71074325460148,33.900877133748665,-0.16329174
-117.70176010176029,33.900877133748665,-0.177668
-117.69277694891912,33.900877133748665,-0.17787385
-117.68379379607792,33.900877133748665,-0.16992062
-117.67481064323673,33.900877133748665,-0.17321171
-117.66582749039553,33.900877133748665,-0.16849536
-117.65684433755433,33.900877133748665,-0.16391379
-117.71972640744268,33.90833285824133,-0.1704001
-117.71074325460148,33.90833285824133,-0.17540252
-117.70176010176029,33.90833285824133,-0.18463618
-117.69277694891912,33.90833285824133,-0.18412979
-117.68379379607792,33.90833285824133,-0.17170845
-117.67481064323673,33.90833285824133,-0.1701474
-117.66582749039553,33.90833285824133,-0.16771095
-117.65684433755433,33.90833285824133,-0.1787028
-117.73769271312509,33.915787930645166,-0.14540231
-117.72870956028387,33.915787930645166,-0.1886381
-117.71972640744268,33.915787930645166,-0.18404272
-117.71074325460148,33.915787930645166,-0.17693801
-117.70176010176029,33.915787930645166,-0.18304391
-117.69277694891912,33.915787930645166,-0.18048772
-117.68379379607792,33.915787930645166,-0.17656115
-117.67481064323673,33.915787930645166,-0.15401821
-117.66582749039553,33.915787930645166,-0.16603374
-117.65684433755433,33.915787930645166,-0.18228477
-117.74667586596628,33.923242350891,-0.19636971
-117.73769271312509,33.923242350891,-0.1652079
-117.72870956028387,33.923242350891,-0.17660218
-117.71972640744268,33.923242350891,-0.17951111
-117.71074325460148,33.923242350891,-0.16908489
-117.70176010176029,33.923242350891,-0.16054584
-117.69277694891912,33.923242350891,-0.17229828
-117.68379379607792,33.923242350891,-0.17244923
-117.67481064323673,33.923242350891,-0.16207561
-117.66582749039553,33.923242350891,-0.16474804
-117.65684433755433,33.923242350891,-0.17005092
-117.75565901880748,33.93069611890971,-0.17921074
-117.74667586596628,33.93069611890971,-0.17656578
-117.73769271312509,33.93069611890971,-0.1794434
