longitude,latitude,NDWI
-117.67481064323673,33.87850604843009,-0.1870848
-117.69277694891912,33.885963728773746,-0.1285288
-117.68379379607792,33.885963728773746,-0.13978657
-117.67481064323673,33.885963728773746,-0.16778997
-117.70176010176029,33.89342075723637,-0.13933526
-117.69277694891912,33.89342075723637,-0.14921828
-117.68379379607792,33.89342075723637,-0.16315424
-117.67481064323673,33.89342075723637,-0.15488315
-117.66582749039553,33.89342075723637,-0.155183
-117.65684433755433,33.89342075723637,-0.14517577
-117.71074325460148,33.900877133748665,-0.13357665
-117.70176010176029,33.900877133748665,-0.1833515
-117.69277694891912,33.900877133748665,-0.15949148
-117.68379379607792,33.900877133748665,-0.14309266
-117.67481064323673,33.900877133748665,-0.14733303
-117.66582749039553,33.900877133748665,-0.14405657
-117.65684433755433,33.900877133748665,-0.14633967
-117.71972640744268,33.90833285824133,-0.16311339
-117.71074325460148,33.90833285824133,-0.16697879
-117.70176010176029,33.90833285824133,-0.18273273
-117.69277694891912,33.90833285824133,-0.15734561
-117.68379379607792,33.90833285824133,-0.14978854
-117.67481064323673,33.90833285824133,-0.14751846
-117.66582749039553,33.90833285824133,-0.1396471
-117.65684433755433,33.90833285824133,-0.14967653
-117.73769271312509,33.915787930645166,-0.14061028
-117.72870956028387,33.915787930645166,-0.17521271
-117.71972640744268,33.915787930645166,-0.17906581
-117.71074325460148,33.915787930645166,-0.18341579
-117.70176010176029,33.915787930645166,-0.19069579
-117.69277694891912,33.915787930645166,-0.1658284
-117.68379379607792,33.915787930645166,-0.16868404
-117.67481064323673,33.915787930645166,-0.14833355
-117.66582749039553,33.915787930645166,-0.14048825
-117.65684433755433,33.915787930645166,-0.1565355
-117.74667586596628,33.923242350891,-0.14967571
-117.73769271312509,33.923242350891,-0.15628466
-117.72870956028387,33.923242350891,-0.16402735
-117.71972640744268,33.923242350891,-0.16957219
-117.71074325460148,33.923242350891,-0.18187147
-117.70176010176029,33.923242350891,-0.18808211
-117.69277694891912,33.923242350891,-0.16271393
-117.68379379607792,33.923242350891,-0.16945305
-117.67481064323673,33.923242350891,-0.14451942
-117.66582749039553,33.923242350891,-0.14617033
-117.65684433755433,33.923242350891,-0.16121545
-117.75565901880748,33.93069611890971,-0.14245775
-117.74667586596628,33.93069611890971,-0.13580143
-117.73769271312509,33.93069611890971,-0.15700512
-117.72870956028387,33.93069611890971,-0.16546625
-117.71972640744268,33.93069611890971,-0.16422236
-117.71074325460148,33.93069611890971,-0.18343624
-117.70176010176029,33.93069611890971,-0.17515178
-117.69277694891912,33.93069611890971,-0.1712102
-117.68379379607792,33.93069611890971,-0.17524642
-117.67481064323673,33.93069611890971,-0.16874744
-117.66582749039553,33.93069611890971,-0.14453728
-117.65684433755433,33.93069611890971,-0.17507148
-117.64786118471314,33.93069611890971,-0.22693247
-117.63887803187194,33.93069611890971,-0.2063281
-117.62989487903073,33.93069611890971,-0.16916858
-117.62091172618953,33.93069611890971,-0.2066759
-117.61192857334834,33.93069611890971,-0.17385605
-117.76464217164867,33.93814923463222,-0.16346917
-117.75565901880748,33.93814923463222,-0.1566755
-117.74667586596628,33.93814923463222,-0.16306782
-117.73769271312509,33.93814923463222,-0.147579
-117.72870956028387,33.93814923463222,-0.1767186
-117.71972640744268,33.93814923463222,-0.17563337
-117.71074325460148,33.93814923463222,-0.17252167
-117.70176010176029,33.93814923463222,-0.16495875
-117.69277694891912,33.93814923463222,-0.16533418
-117.68379379607792,33.93814923463222,-0.16125469
-117.67481064323673,33.93814923463222,-0.1513133
-117.66582749039553,33.93814923463222,-0.16855618
-117.65684433755433,33.93814923463222,-0.24003673
-117.64786118471314,33.93814923463222,-0.28119823
-117.63887803187194,33.93814923463222,-0.18958108
-117.62989487903073,33.93814923463222,-0.28638917
-117.62091172618953,33.93814923463222,-0.19565748
-117.61192857334834,33.93814923463222,-0.16026537
-117.77362532448987,33.9456016979895,-0.1491121
-117.76464217164867,33.9456016979895,-0.15379494
-117.75565901880748,33.9456016979895,-0.14909023
-117.74667586596628,33.9456016979895,-0.15095897
-117.73769271312509,33.9456016979895,-0.17490734
-117.72870956028387,33.9456016979895,-0.16422082
-117.71972640744268,33.9456016979895,-0.1524762
-117.71074325460148,33.9456016979895,-0.15964986
-117.70176010176029,33.9456016979895,-0.15280175
-117.69277694891912,33.9456016979895,-0.15340707
-117.68379379607792,33.9456016979895,-0.15832824
-117.67481064323673,33.9456016979895,-0.14545041
-117.66582749039553,33.9456016979895,-0.252688
-117.65684433755433,33.9456016979895,-0.22684205
-117.64786118471314,33.9456016979895,-0.13382916
-117.63887803187194,33.9456016979895,-0.16117418
-117.62989487903073,33.9456016979895,-0.12830354
-117.62091172618953,33.9456016979895,-0.15783232
-117.61192857334834,33.9456016979895,-0.13571547
-117.79159163017226,33.95305350891262,-0.16497229
-117.78260847733107,33.95305350891262,-0.1637309
-117.77362532448987,33.95305350891262,-0.15608811
-117.76464217164867,33.95305350891262,-0.14434734
-117.75565901880748,33.95305350891262,-0.1498428
