longitude,latitude,elevation
-117.64344455284342,34.43470810072701,1238.0
-117.64344455284342,34.42572494788581,1297.0
-117.64344455284342,34.416741795044615,1351.0
-117.64344455284342,34.40775864220342,1459.0
-117.64344455284342,34.39877548936223,1595.0
-117.64344455284342,34.38979233652103,1688.0
-117.64344455284342,34.38080918367984,2013.0
-117.64344455284342,34.37182603083864,2012.0
-117.64344455284342,34.362842877997444,1882.0
-117.64344455284342,34.35385972515625,2097.0
-117.64344455284342,34.34487657231506,2065.0
-117.64344455284342,34.33589341947386,2470.0
-117.64344455284342,34.326910266632666,2237.0
-117.64344455284342,34.31792711379147,2553.0
-117.64344455284342,34.30894396095027,2809.0
-117.64344455284342,34.29996080810908,2705.0
-117.64344455284342,34.29097765526789,2761.0
-117.64344455284342,34.28199450242669,3040.0
-117.64344455284342,34.273011349585495,2729.0
-117.64344455284342,34.2640281967443,2063.0
-117.64344455284342,34.2550450439031,1754.0
-117.64344455284342,34.246061891061906,1490.0
-117.64344455284342,34.23707873822071,1454.0
-117.64344455284342,34.22809558537952,1688.0
-117.64344455284342,34.219112432538324,1920.0
-117.64344455284342,34.21012927969713,1927.0
-117.64344455284342,34.20114612685593,2058.0
-117.64344455284342,34.192162974014735,1509.0
-117.64344455284342,34.18317982117354,1150.0
-117.64344455284342,34.17419666833235,1105.0
-117.64344455284342,34.16521351549115,976.0
-117.64344455284342,34.15623036264996,729.0
-117.64344455284342,34.14724720980876,555.0
-117.64344455284342,34.138264056967564,500.0
-117.64344455284342,34.12928090412637,467.0
-117.64344455284342,34.12029775128518,440.0
-117.64344455284342,34.11131459844398,422.0
-117.64344455284342,34.102331445602786,402.0
-117.64344455284342,34.09334829276159,375.0
-117.64344455284342,34.08436513992039,354.0
-117.64344455284342,34.0753819870792,344.0
-117.64344455284342,34.066398834238,323.0
-117.64344455284342,34.05741568139681,302.0
-117.64344455284342,34.048432528555615,286.0
-117.64344455284342,34.03944937571442,264.0
-117.64344455284342,34.03046622287322,255.0
-117.64344455284342,34.021483070032026,243.0
-117.64344455284342,34.01249991719083,229.0
-117.64344455284342,34.00351676434964,220.0
-117.64344455284342,33.994533611508444,207.0
-117.64344455284342,33.98555045866725,198.0
-117.64344455284342,33.97656730582605,189.0
-117.64344455284342,33.967584152984855,183.0
-117.64344455284342,33.94512627088187,174.0
-117.64344455284342,33.93165154162008,174.0
-117.63745578428262,35.695343882774736,650.0
-117.63446140000224,35.68336634565314,656.0
-117.63446140000224,35.620484275764774,680.0
-117.63446140000224,35.61150112292358,692.0
-117.63446140000224,35.60251797008239,712.0
-117.63446140000224,35.59353481724119,733.0
-117.63446140000224,35.584551664399996,759.0
-117.63446140000224,35.5755685115588,798.0
-117.63446140000224,35.5665853587176,859.0
-117.63446140000224,34.8209836728984,935.0
-117.63446140000224,34.812000520057204,919.0
-117.63446140000224,34.803017367216015,911.0
-117.63446140000224,34.79403421437482,917.0
-117.63446140000224,34.78505106153362,909.0
-117.63446140000224,34.776067908692426,894.0
-117.63446140000224,34.76708475585123,886.0
-117.63446140000224,34.75810160301003,891.0
-117.63446140000224,34.749118450168844,900.0
-117.63446140000224,34.74013529732765,910.0
-117.63446140000224,34.73115214448645,915.0
-117.63446140000224,34.722168991645255,901.0
-117.63446140000224,34.71318583880406,897.0
-117.63446140000224,34.70420268596286,885.0
-117.63446140000224,34.695219533121666,877.0
-117.63446140000224,34.68623638028048,892.0
-117.63446140000224,34.67725322743928,891.0
-117.63446140000224,34.668270074598084,947.0
-117.63446140000224,34.65928692175689,876.0
-117.63446140000224,34.65030376891569,868.0
-117.63446140000224,34.6368290396539,866.0
-117.63446140000224,34.62335431039211,866.0
-117.63446140000224,34.61437115755091,882.0
