GEOID,impervious
060376706043,0.0
060372951032,0.0
060372753132,0.0
060372975011,0.0
060871101021,0.0
060070024022,0.0
060070004012,0.0
060070005015,0.0
060730208051,0.0
060730135043,0.0
060730136013,0.0
060730136014,0.0
060730136041,0.0
060730136042,0.0
060730136043,0.0
060730136044,0.0
060871216021,0.0
060871101011,0.0
060871206001,0.0
060871002001,0.0
060871010012,0.0
060871010022,0.0
060374082121,0.0
060230107011,0.0
060871220042,0.0
060730135052,0.0
060730135061,0.0
060730136011,0.0
060590762015,0.0
060014423012,0.0
060230102004,0.0
060230116006,0.0
060230105042,0.0
060230105031,0.0
060230115021,0.0
060230116004,0.0
060230116005,0.0
060230115012,0.0
060230102003,0.0
060230107022,0.0
060374021012,0.0
060374021013,0.0
060374021021,0.0
060374021022,0.0
060374025041,0.0
060374022001,0.0
060374022002,0.0
060372118021,0.0
060372111231,0.0
060372643032,0.0
060372655241,0.0
060372032002,0.0
060372674032,0.0
060372655212,0.0
060374081332,0.0
060374033213,0.0
060374049032,0.0
060374050012,0.0
060374050022,0.0
060374051012,0.0
060376704131,0.0
060374081341,0.0
060372080021,0.0
060372653012,0.0
060374026012,0.0
060374026022,0.0
060371998021,0.0
060374331033,0.0
060372111241,0.0
060372145042,0.0
060372657021,0.0
060371998022,0.0
060374064136,0.0
060372087102,0.0
060374331032,0.0
060371990022,0.0
060374026011,0.0
060372149032,0.0
060377008012,0.0
060372149042,0.0
060372151023,0.0
060371998011,0.0
060374048063,0.0
060374062012,0.0
060372653033,0.0
060374036012,0.0
060372111243,0.0
060372171012,0.0
060372073041,0.0
060372643051,0.0
060372671022,0.0
060372162022,0.0
060372032003,0.0
060372091061,0.0
060374339034,0.0
060372073071,0.0
060372036012,0.0
060372643041,0.0
060372062012,0.0
060372171022,0.0
060371992013,0.0
060376704132,0.0
060330013024,0.0
060230107013,0.0
060230107021,0.0
060730136051,0.0
060730136052,0.0
060730207082,0.0
060230115013,0.0
060230115011,0.0
060230011031,0.0
060230010011,0.0
060230010022,0.0
060230010023,0.0
060230010012,0.0
060230010021,0.0
060330006012,0.0
060330006011,0.0
060330004013,0.0
060330004022,0.0
060330011022,0.0
060330004011,0.0
060330013011,0.0
060330007042,0.0
060330007031,0.0
060330011012,0.0
060330004012,0.0
060330013022,0.0
060330013012,0.0
060330006023,0.0
060330001003,0.0
060330013023,0.0
060330013025,0.0
060330009012,0.0
060330009011,0.0
060330007032,0.0
060330013021,0.0
060330011021,0.0
060330011011,0.0
060330009022,0.0
060330006021,0.0
060330003003,0.0
060330009023,0.0
060330009021,0.0
060330007041,0.0
060330006022,0.0
060374033231,0.0
060374078022,0.0
060374078023,0.0
060374033232,0.0
060376707012,0.0
060376707013,0.0
060376707014,0.0
060374033242,0.0
060374033243,0.0
060374033244,0.0
060374051021,0.0
060374051022,0.0
060374052011,0.0
060374052012,0.0
060374052013,0.0
060374052021,0.0
060374052022,0.0
060374052031,0.0
060374087071,0.0
060372753121,0.0
060372756052,0.0
060375027002,0.0
060375029013,0.0
060375027004,0.0
060375026042,0.0
060375027003,0.0
060372766081,0.0
060375505021,0.0
060375027001,0.0
060372761021,0.0
060372734042,0.0
060372736002,0.0
060374033261,0.0
060375335043,0.0
060372319022,0.0
060372288001,0.0
060372751023,0.0
060374033271,0.0
060372288002,0.0
060374033283,0.0
060372324011,0.0
060372324013,0.0
060372319021,0.0
060378004122,0.0
060374086231,0.0
060374086241,0.0
060374086242,0.0
060374086251,0.0
060374086252,0.0
060379108141,0.0
060372975021,0.0
060372975012,0.0
060372975013,0.0
060372975022,0.0
060372973002,0.0
060372611041,0.0
060375436061,0.0
060372932062,0.0
060372932061,0.0
060376509033,0.0
060375779001,0.0
060376512212,0.0
060375712013,0.0
060375438031,0.0
060372932031,0.0
060375551073,0.0
060375551061,0.0
060375712022,0.0
060375551072,0.0
060376506061,0.0
060375707031,0.0
060375779002,0.0
060375779003,0.0
060376508012,0.0
060376207031,0.0
060376207042,0.0
060375705031,0.0
060375703061,0.0
060376207032,0.0
060374022003,0.0
060374023011,0.0
060374023012,0.0
060374033233,0.0
060375703062,0.0
060375432034,0.0
060376208012,0.0
060376041022,0.0
060379013001,0.0
060375703052,0.0
060376210055,0.0
060375705041,0.0
060376208014,0.0
060375705042,0.0
060376208023,0.0
060376210051,0.0
060374034011,0.0
060374034012,0.0
060374034013,0.0
060374034021,0.0
060374034022,0.0
060374087251,0.0
060375022002,0.0
060375023031,0.0
060375023034,0.0
060375331081,0.0
060374087072,0.0
060377030031,0.0
060372761022,0.0
060372742023,0.0
060375022003,0.0
060375332041,0.0
060374085033,0.0
060375329003,0.0
060375331083,0.0
060375326075,0.0
060375008003,0.0
060379304003,0.0
060374600011,0.0
060375326074,0.0
060374601012,0.0
060372430011,0.0
060372430012,0.0
060375029011,0.0
060375033012,0.0
060372422011,0.0
060372422022,0.0
060373107031,0.0
060373107032,0.0
060374034033,0.0
060374034041,0.0
060374034042,0.0
060374054001,0.0
060374054002,0.0
060374054003,0.0
060374054004,0.0
060374055005,0.0
060373108001,0.0
060373108002,0.0
060373108003,0.0
060373108004,0.0
060373108005,0.0
060373109001,0.0
060373114002,0.0
060373115001,0.0
060373115002,0.0
060373115003,0.0
060376210054,0.0
060375432032,0.0
060375432031,0.0
060376208011,0.0
060375432033,0.0
060376041011,0.0
060375437051,0.0
060376509031,0.0
060375438032,0.0
060375737004,0.0
060375712023,0.0
060375433063,0.0
060376508011,0.0
060376509032,0.0
060378003342,0.0
060371287041,0.0
060371251022,0.0
060371375013,0.0
060371251021,0.0
060373009014,0.0
060378002062,0.0
060371254041,0.0
060371396002,0.0
060371396003,0.0
060374600021,0.0
060371372023,0.0
060371372032,0.0
060371285004,0.0
060371253105,0.0
060371251011,0.0
060371249022,0.0
060371375011,0.0
060379107062,0.0
060377002005,0.0
060375776051,0.0
060375776062,0.0
060374002092,0.0
060379107192,0.0
060379009012,0.0
060379009022,0.0
060379009021,0.0
060379008071,0.0
060372756042,0.0
060371351162,0.0
060371372021,0.0
060372756041,0.0
060379200432,0.0
060372766061,0.0
060379201202,0.0
060372653072,0.0
060371193422,0.0
060372699081,0.0
060374083032,0.0
060374072011,0.0
060372672012,0.0
060372063031,0.0
060372675031,0.0
060372674061,0.0
060374828012,0.0
060372674051,0.0
060375331082,0.0
060372761012,0.0
060375023033,0.0
060375332042,0.0
060377030032,0.0
060372756051,0.0
060379304001,0.0
060375532013,0.0
060375532022,0.0
060374003042,0.0
060375532012,0.0
060376025121,0.0
060376025122,0.0
060375518021,0.0
060375037052,0.0
060375518022,0.0
060376026011,0.0
060374003043,0.0
060372641032,0.0
060374331034,0.0
060372169022,0.0
060372162021,0.0
060372169021,0.0
060372655231,0.0
060372075022,0.0
060372134013,0.0
060372655222,0.0
060372163022,0.0
060372655221,0.0
060374068012,0.0
060372091051,0.0
060374034091,0.0
060372672011,0.0
060372674033,0.0
060372071012,0.0
060372080011,0.0
060374335051,0.0
060372162012,0.0
060374026013,0.0
060374824041,0.0
060374335052,0.0
060372091032,0.0
060372123032,0.0
060372075012,0.0
060371285003,0.0
060371392004,0.0
060371253104,0.0
060371287032,0.0
060378003383,0.0
060371372031,0.0
060374600022,0.0
060374034071,0.0
060372063021,0.0
060372062011,0.0
060374025042,0.0
060372063022,0.0
060375300072,0.0
060372718031,0.0
060372717032,0.0
060372362052,0.0
060372169011,0.0
060372073051,0.0
060372077122,0.0
060372672021,0.0
060372655242,0.0
060372036011,0.0
060372073062,0.0
060372643042,0.0
060374034072,0.0
060374056002,0.0
060374056005,0.0
060373109002,0.0
060373109004,0.0
060373109006,0.0
060373111001,0.0
060373111002,0.0
060373111003,0.0
060373112001,0.0
060373113001,0.0
060373113002,0.0
060373113003,0.0
060374004021,0.0
060374004022,0.0
060374006021,0.0
060374006022,0.0
060374006023,0.0
060374034081,0.0
060374034082,0.0
060374034084,0.0
060371898011,0.0
060374325012,0.0
060371851011,0.0
060371901021,0.0
060371907011,0.0
060371901022,0.0
060371899032,0.0
060371901011,0.0
060374017061,0.0
060374048042,0.0
060374048052,0.0
060374062011,0.0
060374320022,0.0
060374089002,0.0
060371897022,0.0
060374017051,0.0
060374641024,0.0
060374018012,0.0
060374003045,0.0
060371835101,0.0
060373005033,0.0
060373005032,0.0
060373006011,0.0
060371134261,0.0
060371134251,0.0
060374606011,0.0
060376039012,0.0
060375541063,0.0
060375532021,0.0
060373107011,0.0
060373203001,0.0
060373203002,0.0
060373203004,0.0
060374006032,0.0
060372970012,0.0
060372970022,0.0
060372970011,0.0
060376706041,0.0
060376706042,0.0
060374033051,0.0
060376706031,0.0
060372963003,0.0
060375776053,0.0
060375776061,0.0
060375776052,0.0
060375407001,0.0
060371082031,0.0
060371895011,0.0
060374003041,0.0
060371895021,0.0
060374806012,0.0
060371904013,0.0
060371903031,0.0
060371903032,0.0
060371895022,0.0
060374631031,0.0
060374310041,0.0
060374310042,0.0
060376026012,0.0
060375503014,0.0
060379304002,0.0
060372060531,0.0
060372077111,0.0
060372043001,0.0
060372169012,0.0
060372079012,0.0
060379800171,0.0
060372671021,0.0
060374339033,0.0
060375306033,0.0
060376028011,0.0
060376028012,0.0
060374010011,0.0
060374010012,0.0
060374010013,0.0
060375306031,0.0
060372060541,0.0
060374075023,0.0
060372169013,0.0
060372073061,0.0
060372671011,0.0
060372036021,0.0
060372092011,0.0
060372643031,0.0
060372643053,0.0
060372171021,0.0
060372655232,0.0
060374339032,0.0
060374338032,0.0
060372060532,0.0
060374075021,0.0
060379104013,0.0
060376704171,0.0
060372970021,0.0
060372951033,0.0
060376701011,0.0
060376704181,0.0
060374002093,0.0
060379800111,0.0
060376704182,0.0
060376512223,0.0
060375780001,0.0
060375780003,0.0
060375734032,0.0
060375437041,0.0
060374025011,0.0
060372171011,0.0
060374320012,0.0
060374320024,0.0
060374807043,0.0
060372011101,0.0
060371907021,0.0
060374017073,0.0
060374037033,0.0
060374320021,0.0
060371898012,0.0
060371907012,0.0
060371901012,0.0
060374037034,0.0
060371899042,0.0
060371898021,0.0
060371898022,0.0
060378001031,0.0
060374320011,0.0
060374812031,0.0
060371899061,0.0
060374812033,0.0
060371899062,0.0
060371899071,0.0
060371899072,0.0
060374025031,0.0
060372672022,0.0
060372699062,0.0
060372717031,0.0
060374335061,0.0
060372092021,0.0
060374027021,0.0
060372013022,0.0
060371902023,0.0
060371903021,0.0
060371904022,0.0
060374320023,0.0
060371941012,0.0
060374089001,0.0
060371851012,0.0
060379108151,0.0
060371942003,0.0
060374017071,0.0
060374806021,0.0
060371907022,0.0
060374048051,0.0
060374814032,0.0
060374018021,0.0
060374641021,0.0
060374641022,0.0
060374018022,0.0
060374641011,0.0
060374017052,0.0
060374806023,0.0
060374806011,0.0
060377003001,0.0
060374036011,0.0
060375306032,0.0
060372171023,0.0
060372164013,0.0
060372073042,0.0
060371990011,0.0
060374814042,0.0
060374328012,0.0
060372622003,0.0
060372149031,0.0
060371990021,0.0
060378001032,0.0
060374814041,0.0
060374325011,0.0
060374811034,0.0
060374809013,0.0
060371942001,0.0
060374325022,0.0
060374812032,0.0
060371851022,0.0
060374059001,0.0
060374059002,0.0
060377003004,0.0
060377004001,0.0
060377004002,0.0
060377004003,0.0
060377004004,0.0
060374010022,0.0
060374011011,0.0
060374011012,0.0
060374011013,0.0
060374011023,0.0
060374012012,0.0
060374012021,0.0
060374012022,0.0
060377006001,0.0
060377006002,0.0
060374027024,0.0
060374027031,0.0
060374027032,0.0
060374037021,0.0
060374037022,0.0
060375037051,0.0
060379800341,0.0
060376025101,0.0
060376042002,0.0
060375553001,0.0
060379800121,0.0
060376022011,0.0
060375503013,0.0
060375515013,0.0
060375030004,0.0
060375501011,0.0
060372409011,0.0
060372409012,0.0
060374037031,0.0
060371082023,0.0
060371082022,0.0
060371082041,0.0
060376037062,0.0
060372430022,0.0
060372409022,0.0
060375029012,0.0
060375002033,0.0
060379201211,0.0
060379200472,0.0
060379200471,0.0
060379200303,0.0
060379200461,0.0
060379200283,0.0
060379201142,0.0
060379200491,0.0
060379203431,0.0
060379203421,0.0
060379203432,0.0
060379203422,0.0
060379203412,0.0
060379201183,0.0
060379203383,0.0
060379201102,0.0
060379200492,0.0
060379203401,0.0
060379203263,0.0
060379200355,0.0
060379201144,0.0
060379203411,0.0
060379203382,0.0
060379203402,0.0
060371152032,0.0
060371152041,0.0
060371133241,0.0
060371133231,0.0
060371113024,0.0
060371048232,0.0
060371113042,0.0
060371032021,0.0
060371012212,0.0
060371034022,0.0
060371047043,0.0
060371113041,0.0
060371043213,0.0
060374086253,0.0
060374042031,0.0
060374317011,0.0
060378003371,0.0
060374631035,0.0
060371438012,0.0
060371897042,0.0
060374300051,0.0
060378003361,0.0
060374631032,0.0
060374300052,0.0
060371438021,0.0
060371897041,0.0
060372657011,0.0
060372671012,0.0
060372674042,0.0
060372655211,0.0
060374338031,0.0
060372162011,0.0
060372163011,0.0
060374335062,0.0
060372652041,0.0
060372124103,0.0
060372652032,0.0
060372652031,0.0
060372110005,0.0
060372110004,0.0
060372641022,0.0
060374064134,0.0
060374026023,0.0
060371254032,0.0
060374011021,0.0
060371438022,0.0
060374008012,0.0
060371437002,0.0
060378003372,0.0
060371438011,0.0
060374300041,0.0
060371397053,0.0
060374008013,0.0
060374006053,0.0
060374631033,0.0
060371397051,0.0
060371436051,0.0
060374300042,0.0
060379108153,0.0
060371903022,0.0
060371254031,0.0
060371253212,0.0
060371253221,0.0
060371253222,0.0
060371251012,0.0
060371393023,0.0
060371253211,0.0
060373107051,0.0
060371395051,0.0
060371395062,0.0
060371371034,0.0
060378003242,0.0
060373020042,0.0
060373020032,0.0
060371411013,0.0
060371331012,0.0
060373107042,0.0
060371349052,0.0
060371349043,0.0
060371331021,0.0
060374012023,0.0
060374012031,0.0
060377006004,0.0
060377006005,0.0
060377007001,0.0
060377007002,0.0
060377007003,0.0
060374037032,0.0
060374037211,0.0
060377012012,0.0
060377012014,0.0
060377012015,0.0
060377012022,0.0
060133592043,0.0
060330004021,0.0
060330012004,0.0
060330008024,0.0
060590762054,0.0
060590875051,0.0
060590863052,0.0
060590867013,0.0
060590867022,0.0
060590875052,0.0
060590887021,0.0
060133451162,0.0
060590992204,0.0
060590992404,0.0
060590993072,0.0
060590994162,0.0
060590994163,0.0
060730136012,0.0
060730132041,0.0
060730133011,0.0
060730133012,0.0
060730133021,0.0
060730133022,0.0
060730133031,0.0
060133220004,0.0
060070035013,0.0
060070035021,0.0
060070037002,0.0
060070009032,0.0
060871008021,0.0
060871008012,0.0
060871222052,0.0
060871104022,0.0
060871213002,0.0
060730132051,0.0
060730132061,0.0
060730132063,0.0
060730133032,0.0
060730133033,0.0
060730133061,0.0
060730133062,0.0
060730133071,0.0
060730133072,0.0
060133040032,0.0
061150401003,0.0
060730133081,0.0
060730133091,0.0
060730133092,0.0
060730133094,0.0
060375510021,0.0
060372422021,0.0
060379800161,0.0
060372739022,0.0
060371132343,0.0
060371201063,0.0
060371193203,0.0
060371193202,0.0
060371201072,0.0
060371132392,0.0
060371134272,0.0
060372270103,0.0
060372267022,0.0
060374028011,0.0
060374028012,0.0
060374029021,0.0
060374030001,0.0
060374033241,0.0
060374037214,0.0
060374037223,0.0
060374038013,0.0
060371151043,0.0
060371034023,0.0
060371034024,0.0
060371041053,0.0
060371034021,0.0
060379200201,0.0
060379102131,0.0
060379106071,0.0
060371281023,0.0
060371310242,0.0
060373117001,0.0
060374601011,0.0
060371352051,0.0
060371349041,0.0
060371348012,0.0
060371323021,0.0
060371323012,0.0
060371348021,0.0
060371348022,0.0
060371278042,0.0
060371331011,0.0
060371318021,0.0
060371318022,0.0
060371345212,0.0
060371272203,0.0
060373006021,0.0
060371344212,0.0
060374030002,0.0
060374030003,0.0
060375551071,0.0
060378004121,0.0
060375438041,0.0
060375300074,0.0
060372247021,0.0
060374033272,0.0
060372701021,0.0
060372717033,0.0
060374078021,0.0
060372699092,0.0
060372051102,0.0
060372701022,0.0
060372699072,0.0
060372717042,0.0
060372701011,0.0
060375552122,0.0
060376506043,0.0
060375551053,0.0
060375712014,0.0
060372920021,0.0
060376506044,0.0
060372920012,0.0
060376039021,0.0
060375410031,0.0
060375410032,0.0
060375541061,0.0
060376030082,0.0
060376030081,0.0
060375039023,0.0
060376037051,0.0
060376030072,0.0
060375530003,0.0
060375414022,0.0
060375414023,0.0
060375037041,0.0
060375532023,0.0
060371210201,0.0
060374038021,0.0
060371271023,0.0
060374606013,0.0
060373005031,0.0
060371222001,0.0
060371310222,0.0
060371310221,0.0
060371134242,0.0
060371198021,0.0
060371175202,0.0
060371134252,0.0
060374606014,0.0
060375737002,0.0
060375779004,0.0
060372932052,0.0
060376508022,0.0
060372932032,0.0
060376506062,0.0
060375715051,0.0
060374002071,0.0
060379201092,0.0
060374084021,0.0
060374039011,0.0
060374039021,0.0
060374039023,0.0
060374040001,0.0
060374040004,0.0
060374041001,0.0
060374041002,0.0
060374041003,0.0
060374041004,0.0
060374013111,0.0
060374013112,0.0
060372316022,0.0
060372283103,0.0
060372267021,0.0
060372316011,0.0
