GEOID,Geographic Area Name,Total,Total_Urban,Total_Rural,PercentageUrban
60710061013,Block Group 3; Census Tract 61.01; San Bernardino County; California,1036,1036,0,100
60710061021,Block Group 1; Census Tract 61.02; San Bernardino County; California,1855,1855,0,100
60710061022,Block Group 2; Census Tract 61.02; San Bernardino County; California,1303,1303,0,100
60710061023,Block Group 3; Census Tract 61.02; San Bernardino County; California,1594,1594,0,100
60710062011,Block Group 1; Census Tract 62.01; San Bernardino County; California,928,928,0,100
60710062012,Block Group 2; Census Tract 62.01; San Bernardino County; California,995,995,0,100
60710062013,Block Group 3; Census Tract 62.01; San Bernardino County; California,2186,2186,0,100
60710062031,Block Group 1; Census Tract 62.03; San Bernardino County; California,2821,2821,0,100
60710062032,Block Group 2; Census Tract 62.03; San Bernardino County; California,2679,2679,0,100
60710062041,Block Group 1; Census Tract 62.04; San Bernardino County; California,1793,1793,0,100
60710062042,Block Group 2; Census Tract 62.04; San Bernardino County; California,2713,2713,0,100
60710063011,Block Group 1; Census Tract 63.01; San Bernardino County; California,1074,1074,0,100
60710063012,Block Group 2; Census Tract 63.01; San Bernardino County; California,969,969,0,100
60710063013,Block Group 3; Census Tract 63.01; San Bernardino County; California,2105,2105,0,100
60710063014,Block Group 4; Census Tract 63.01; San Bernardino County; California,1222,1222,0,100
60710063031,Block Group 1; Census Tract 63.03; San Bernardino County; California,1972,1972,0,100
60710063032,Block Group 2; Census Tract 63.03; San Bernardino County; California,2066,2066,0,100
60710063033,Block Group 3; Census Tract 63.03; San Bernardino County; California,945,945,0,100
60710063041,Block Group 1; Census Tract 63.04; San Bernardino County; California,2205,2205,0,100
60710063042,Block Group 2; Census Tract 63.04; San Bernardino County; California,1055,1055,0,100
60710063043,Block Group 3; Census Tract 63.04; San Bernardino County; California,1483,1483,0,100
60710064011,Block Group 1; Census Tract 64.01; San Bernardino County; California,169,169,0,100
60710064012,Block Group 2; Census Tract 64.01; San Bernardino County; California,2921,2921,0,100
60710064021,Block Group 1; Census Tract 64.02; San Bernardino County; California,2550,2550,0,100
60710064022,Block Group 2; Census Tract 64.02; San Bernardino County; California,916,916,0,100
60710064023,Block Group 3; Census Tract 64.02; San Bernardino County; California,1820,1820,0,100
60710065011,Block Group 1; Census Tract 65.01; San Bernardino County; California,1485,1485,0,100
60710065012,Block Group 2; Census Tract 65.01; San Bernardino County; California,2242,2242,0,100
60710065021,Block Group 1; Census Tract 65.02; San Bernardino County; California,1577,1577,0,100
60710065022,Block Group 2; Census Tract 65.02; San Bernardino County; California,2051,2051,0,100
60710066011,Block Group 1; Census Tract 66.01; San Bernardino County; California,1730,1730,0,100
60710066012,Block Group 2; Census Tract 66.01; San Bernardino County; California,1354,1354,0,100
60710066013,Block Group 3; Census Tract 66.01; San Bernardino County; California,1453,1453,0,100
60710066031,Block Group 1; Census Tract 66.03; San Bernardino County; California,2395,2395,0,100
60710066032,Block Group 2; Census Tract 66.03; San Bernardino County; California,2730,2730,0,100
60710066041,Block Group 1; Census Tract 66.04; San Bernardino County; California,2145,2145,0,100
60710066042,Block Group 2; Census Tract 66.04; San Bernardino County; California,1954,1954,0,100
60710067001,Block Group 1; Census Tract 67; San Bernardino County; California,1498,1498,0,100
60710067002,Block Group 2; Census Tract 67; San Bernardino County; California,1084,1084,0,100
60710067003,Block Group 3; Census Tract 67; San Bernardino County; California,992,992,0,100
60710067004,Block Group 4; Census Tract 67; San Bernardino County; California,910,910,0,100
60710070011,Block Group 1; Census Tract 70.01; San Bernardino County; California,2177,2177,0,100
60710070012,Block Group 2; Census Tract 70.01; San Bernardino County; California,1419,1419,0,100
60710070021,Block Group 1; Census Tract 70.02; San Bernardino County; California,1583,1583,0,100
60710070022,Block Group 2; Census Tract 70.02; San Bernardino County; California,1118,1118,0,100
60710070023,Block Group 3; Census Tract 70.02; San Bernardino County; California,2251,2251,0,100
60710071041,Block Group 1; Census Tract 71.04; San Bernardino County; California,649,649,0,100
60710071042,Block Group 2; Census Tract 71.04; San Bernardino County; California,992,992,0,100
60710071043,Block Group 3; Census Tract 71.04; San Bernardino County; California,1504,1504,0,100
60710071044,Block Group 4; Census Tract 71.04; San Bernardino County; California,885,885,0,100
60710071051,Block Group 1; Census Tract 71.05; San Bernardino County; California,3259,3177,82,97.48389076
60710071061,Block Group 1; Census Tract 71.06; San Bernardino County; California,1001,1001,0,100
60710071062,Block Group 2; Census Tract 71.06; San Bernardino County; California,818,818,0,100
60710071063,Block Group 3; Census Tract 71.06; San Bernardino County; California,1293,1293,0,100
60710071064,Block Group 4; Census Tract 71.06; San Bernardino County; California,1142,1142,0,100
60710071071,Block Group 1; Census Tract 71.07; San Bernardino County; California,2240,2240,0,100
60710071072,Block Group 2; Census Tract 71.07; San Bernardino County; California,1176,1176,0,100
60710071081,Block Group 1; Census Tract 71.08; San Bernardino County; California,2309,2309,0,100
60710071101,Block Group 1; Census Tract 71.10; San Bernardino County; California,1423,1423,0,100
60710071102,Block Group 2; Census Tract 71.10; San Bernardino County; California,1560,1560,0,100
60710071103,Block Group 3; Census Tract 71.10; San Bernardino County; California,1934,1934,0,100
60710071111,Block Group 1; Census Tract 71.11; San Bernardino County; California,2451,2451,0,100
60710071112,Block Group 2; Census Tract 71.11; San Bernardino County; California,1189,1189,0,100
60710071121,Block Group 1; Census Tract 71.12; San Bernardino County; California,1414,1414,0,100
60710071122,Block Group 2; Census Tract 71.12; San Bernardino County; California,1931,1931,0,100
60710072011,Block Group 1; Census Tract 72.01; San Bernardino County; California,1788,1788,0,100
60710072012,Block Group 2; Census Tract 72.01; San Bernardino County; California,1883,1883,0,100
60710072021,Block Group 1; Census Tract 72.02; San Bernardino County; California,1050,1050,0,100
60710072022,Block Group 2; Census Tract 72.02; San Bernardino County; California,1208,1208,0,100
60710072023,Block Group 3; Census Tract 72.02; San Bernardino County; California,769,769,0,100
60710073031,Block Group 1; Census Tract 73.03; San Bernardino County; California,1790,1790,0,100
60710073032,Block Group 2; Census Tract 73.03; San Bernardino County; California,1652,1652,0,100
60710073033,Block Group 3; Census Tract 73.03; San Bernardino County; California,1527,1527,0,100
60710073051,Block Group 1; Census Tract 73.05; San Bernardino County; California,1494,1494,0,100
60710073052,Block Group 2; Census Tract 73.05; San Bernardino County; California,1344,1344,0,100
60710073053,Block Group 3; Census Tract 73.05; San Bernardino County; California,2077,2077,0,100
60710073061,Block Group 1; Census Tract 73.06; San Bernardino County; California,2047,2047,0,100
60710073062,Block Group 2; Census Tract 73.06; San Bernardino County; California,558,558,0,100
60710073063,Block Group 3; Census Tract 73.06; San Bernardino County; California,922,922,0,100
60710073064,Block Group 4; Census Tract 73.06; San Bernardino County; California,2517,2517,0,100
60710073071,Block Group 1; Census Tract 73.07; San Bernardino County; California,2105,1856,249,88.17102138
60710073072,Block Group 2; Census Tract 73.07; San Bernardino County; California,1898,1898,0,100
60710073073,Block Group 3; Census Tract 73.07; San Bernardino County; California,1159,1159,0,100
60710073081,Block Group 1; Census Tract 73.08; San Bernardino County; California,1757,1757,0,100
60710073082,Block Group 2; Census Tract 73.08; San Bernardino County; California,1447,1447,0,100
60710073083,Block Group 3; Census Tract 73.08; San Bernardino County; California,1870,1870,0,100
60710074041,Block Group 1; Census Tract 74.04; San Bernardino County; California,932,932,0,100
60710074042,Block Group 2; Census Tract 74.04; San Bernardino County; California,1110,1110,0,100
60710074043,Block Group 3; Census Tract 74.04; San Bernardino County; California,821,821,0,100
60710074044,Block Group 4; Census Tract 74.04; San Bernardino County; California,885,885,0,100
60710074045,Block Group 5; Census Tract 74.04; San Bernardino County; California,890,890,0,100
60710074071,Block Group 1; Census Tract 74.07; San Bernardino County; California,936,936,0,100
60710074072,Block Group 2; Census Tract 74.07; San Bernardino County; California,1139,1139,0,100
60710074073,Block Group 3; Census Tract 74.07; San Bernardino County; California,1044,1044,0,100
60710074081,Block Group 1; Census Tract 74.08; San Bernardino County; California,1500,1500,0,100
60710074082,Block Group 2; Census Tract 74.08; San Bernardino County; California,1478,1478,0,100
60710074083,Block Group 3; Census Tract 74.08; San Bernardino County; California,1454,1454,0,100
60710074091,Block Group 1; Census Tract 74.09; San Bernardino County; California,2104,2104,0,100
60710074092,Block Group 2; Census Tract 74.09; San Bernardino County; California,1999,1999,0,100
60710074093,Block Group 3; Census Tract 74.09; San Bernardino County; California,2175,2175,0,100
60710074101,Block Group 1; Census Tract 74.10; San Bernardino County; California,1126,1126,0,100
60710074102,Block Group 2; Census Tract 74.10; San Bernardino County; California,1731,1731,0,100
60710074103,Block Group 3; Census Tract 74.10; San Bernardino County; California,1070,1070,0,100
60710074104,Block Group 4; Census Tract 74.10; San Bernardino County; California,2164,2164,0,100
60710074111,Block Group 1; Census Tract 74.11; San Bernardino County; California,1729,1729,0,100
60710074121,Block Group 1; Census Tract 74.12; San Bernardino County; California,1321,1321,0,100
60710074122,Block Group 2; Census Tract 74.12; San Bernardino County; California,1929,1929,0,100
60710074123,Block Group 3; Census Tract 74.12; San Bernardino County; California,2016,2016,0,100
60710074124,Block Group 4; Census Tract 74.12; San Bernardino County; California,1379,1379,0,100
60710076031,Block Group 1; Census Tract 76.03; San Bernardino County; California,1670,1670,0,100
60710076032,Block Group 2; Census Tract 76.03; San Bernardino County; California,969,969,0,100
60710076033,Block Group 3; Census Tract 76.03; San Bernardino County; California,2420,2420,0,100
60710076041,Block Group 1; Census Tract 76.04; San Bernardino County; California,1343,1343,0,100
60710076042,Block Group 2; Census Tract 76.04; San Bernardino County; California,1335,1335,0,100
60710076043,Block Group 3; Census Tract 76.04; San Bernardino County; California,2166,2109,57,97.36842105
60710076051,Block Group 1; Census Tract 76.05; San Bernardino County; California,1013,1013,0,100
60710076052,Block Group 2; Census Tract 76.05; San Bernardino County; California,1572,1572,0,100
60710076053,Block Group 3; Census Tract 76.05; San Bernardino County; California,1648,1648,0,100
60710076061,Block Group 1; Census Tract 76.06; San Bernardino County; California,1819,1819,0,100
60710076062,Block Group 2; Census Tract 76.06; San Bernardino County; California,1737,1737,0,100
60710078001,Block Group 1; Census Tract 78; San Bernardino County; California,2466,2466,0,100
60710078002,Block Group 2; Census Tract 78; San Bernardino County; California,1452,1452,0,100
60710078003,Block Group 3; Census Tract 78; San Bernardino County; California,1652,1652,0,100
60710078004,Block Group 4; Census Tract 78; San Bernardino County; California,1062,1062,0,100
60710079031,Block Group 1; Census Tract 79.03; San Bernardino County; California,1813,1813,0,100
60710079032,Block Group 2; Census Tract 79.03; San Bernardino County; California,1549,1549,0,100
60710079033,Block Group 3; Census Tract 79.03; San Bernardino County; California,1569,1569,0,100
60710079041,Block Group 1; Census Tract 79.04; San Bernardino County; California,1471,1471,0,100
60710079042,Block Group 2; Census Tract 79.04; San Bernardino County; California,1678,1678,0,100
60710079043,Block Group 3; Census Tract 79.04; San Bernardino County; California,1408,1408,0,100
60710079044,Block Group 4; Census Tract 79.04; San Bernardino County; California,2504,2449,55,97.80351438
60710079051,Block Group 1; Census Tract 79.05; San Bernardino County; California,750,750,0,100
60710079052,Block Group 2; Census Tract 79.05; San Bernardino County; California,1404,1404,0,100
60710079053,Block Group 3; Census Tract 79.05; San Bernardino County; California,1446,1446,0,100
60710079061,Block Group 1; Census Tract 79.06; San Bernardino County; California,1548,1548,0,100
60710079062,Block Group 2; Census Tract 79.06; San Bernardino County; California,2795,2205,590,78.89087657
60710080011,Block Group 1; Census Tract 80.01; San Bernardino County; California,1258,1258,0,100
60710080012,Block Group 2; Census Tract 80.01; San Bernardino County; California,1580,1580,0,100
60710080013,Block Group 3; Census Tract 80.01; San Bernardino County; California,1981,1981,0,100
60710080014,Block Group 4; Census Tract 80.01; San Bernardino County; California,2219,2219,0,100
60710080031,Block Group 1; Census Tract 80.03; San Bernardino County; California,655,655,0,100
60710080032,Block Group 2; Census Tract 80.03; San Bernardino County; California,1139,1139,0,100
60710080033,Block Group 3; Census Tract 80.03; San Bernardino County; California,903,903,0,100
60710080034,Block Group 4; Census Tract 80.03; San Bernardino County; California,1525,1525,0,100
60710080041,Block Group 1; Census Tract 80.04; San Bernardino County; California,1587,1587,0,100
60710080042,Block Group 2; Census Tract 80.04; San Bernardino County; California,1663,1663,0,100
60710081001,Block Group 1; Census Tract 81; San Bernardino County; California,869,869,0,100
60710081002,Block Group 2; Census Tract 81; San Bernardino County; California,1774,1774,0,100
60710081003,Block Group 3; Census Tract 81; San Bernardino County; California,683,683,0,100
60710082011,Block Group 1; Census Tract 82.01; San Bernardino County; California,1206,1206,0,100
60710082012,Block Group 2; Census Tract 82.01; San Bernardino County; California,755,755,0,100
60710082013,Block Group 3; Census Tract 82.01; San Bernardino County; California,1362,1362,0,100
60710082021,Block Group 1; Census Tract 82.02; San Bernardino County; California,1841,1841,0,100
60710082022,Block Group 2; Census Tract 82.02; San Bernardino County; California,735,735,0,100
60710083011,Block Group 1; Census Tract 83.01; San Bernardino County; California,812,812,0,100
60710083012,Block Group 2; Census Tract 83.01; San Bernardino County; California,1231,1231,0,100
60710083013,Block Group 3; Census Tract 83.01; San Bernardino County; California,1580,1580,0,100
60710083014,Block Group 4; Census Tract 83.01; San Bernardino County; California,1671,1671,0,100
60710083015,Block Group 5; Census Tract 83.01; San Bernardino County; California,1322,1274,48,96.36913767
60710083021,Block Group 1; Census Tract 83.02; San Bernardino County; California,973,973,0,100
60710083022,Block Group 2; Census Tract 83.02; San Bernardino County; California,883,883,0,100
60710083023,Block Group 3; Census Tract 83.02; San Bernardino County; California,1412,1383,29,97.94617564
60710084021,Block Group 1; Census Tract 84.02; San Bernardino County; California,879,879,0,100
60710084022,Block Group 2; Census Tract 84.02; San Bernardino County; California,2786,2786,0,100
60710084023,Block Group 3; Census Tract 84.02; San Bernardino County; California,1377,1377,0,100
60710084024,Block Group 4; Census Tract 84.02; San Bernardino County; California,1459,1459,0,100
60710084031,Block Group 1; Census Tract 84.03; San Bernardino County; California,1376,1376,0,100
60710084032,Block Group 2; Census Tract 84.03; San Bernardino County; California,1766,1766,0,100
60710084033,Block Group 3; Census Tract 84.03; San Bernardino County; California,1631,1631,0,100
60710084034,Block Group 4; Census Tract 84.03; San Bernardino County; California,1018,1018,0,100
60710084041,Block Group 1; Census Tract 84.04; San Bernardino County; California,1248,1248,0,100
60710084042,Block Group 2; Census Tract 84.04; San Bernardino County; California,1683,1683,0,100
60710084051,Block Group 1; Census Tract 84.05; San Bernardino County; California,1611,1611,0,100
60710084052,Block Group 2; Census Tract 84.05; San Bernardino County; California,1373,1373,0,100
60710084053,Block Group 3; Census Tract 84.05; San Bernardino County; California,2768,2768,0,100
60710084061,Block Group 1; Census Tract 84.06; San Bernardino County; California,2357,2222,135,94.27238014
60710084062,Block Group 2; Census Tract 84.06; San Bernardino County; California,2897,2875,22,99.24059372
60710085011,Block Group 1; Census Tract 85.01; San Bernardino County; California,2051,2031,20,99.02486592
60710085012,Block Group 2; Census Tract 85.01; San Bernardino County; California,1894,1894,0,100
60710085021,Block Group 1; Census Tract 85.02; San Bernardino County; California,1068,1068,0,100
60710085022,Block Group 2; Census Tract 85.02; San Bernardino County; California,1154,530,624,45.92720971
60710085023,Block Group 3; Census Tract 85.02; San Bernardino County; California,1763,1763,0,100
60710085024,Block Group 4; Census Tract 85.02; San Bernardino County; California,797,656,141,82.30865747
60710086011,Block Group 1; Census Tract 86.01; San Bernardino County; California,923,923,0,100
60710086012,Block Group 2; Census Tract 86.01; San Bernardino County; California,1031,771,260,74.78176528
60710086013,Block Group 3; Census Tract 86.01; San Bernardino County; California,1896,1896,0,100
60710086014,Block Group 4; Census Tract 86.01; San Bernardino County; California,2554,2554,0,100
60710086021,Block Group 1; Census Tract 86.02; San Bernardino County; California,1881,1847,34,98.19245082
60710086022,Block Group 2; Census Tract 86.02; San Bernardino County; California,1760,1064,696,60.45454545
60710087051,Block Group 1; Census Tract 87.05; San Bernardino County; California,1286,1286,0,100
60710087052,Block Group 2; Census Tract 87.05; San Bernardino County; California,998,998,0,100
60710087053,Block Group 3; Census Tract 87.05; San Bernardino County; California,1147,1147,0,100
60710087054,Block Group 4; Census Tract 87.05; San Bernardino County; California,1238,1238,0,100
60710087081,Block Group 1; Census Tract 87.08; San Bernardino County; California,1262,1262,0,100
60710087082,Block Group 2; Census Tract 87.08; San Bernardino County; California,1666,1666,0,100
60710087083,Block Group 3; Census Tract 87.08; San Bernardino County; California,1487,1487,0,100
60710087091,Block Group 1; Census Tract 87.09; San Bernardino County; California,1171,1171,0,100
60710087092,Block Group 2; Census Tract 87.09; San Bernardino County; California,1368,1368,0,100
60710087093,Block Group 3; Census Tract 87.09; San Bernardino County; California,2088,2088,0,100
60710087101,Block Group 1; Census Tract 87.10; San Bernardino County; California,1644,1644,0,100
60710087102,Block Group 2; Census Tract 87.10; San Bernardino County; California,1754,1754,0,100
60710087103,Block Group 3; Census Tract 87.10; San Bernardino County; California,1302,1302,0,100
60710087111,Block Group 1; Census Tract 87.11; San Bernardino County; California,2301,2223,78,96.61016949
60710087112,Block Group 2; Census Tract 87.11; San Bernardino County; California,1419,563,856,39.67582805
60710087121,Block Group 1; Census Tract 87.12; San Bernardino County; California,2195,1519,676,69.20273349
60710087122,Block Group 2; Census Tract 87.12; San Bernardino County; California,1907,1871,36,98.11221814
60710087131,Block Group 1; Census Tract 87.13; San Bernardino County; California,1345,1345,0,100
60710087132,Block Group 2; Census Tract 87.13; San Bernardino County; California,1217,1217,0,100
60710087133,Block Group 3; Census Tract 87.13; San Bernardino County; California,1662,1662,0,100
60710087141,Block Group 1; Census Tract 87.14; San Bernardino County; California,2784,2784,0,100
60710087142,Block Group 2; Census Tract 87.14; San Bernardino County; California,1530,1530,0,100
60710087151,Block Group 1; Census Tract 87.15; San Bernardino County; California,1692,1692,0,100
60710087152,Block Group 2; Census Tract 87.15; San Bernardino County; California,1975,1975,0,100
60710087153,Block Group 3; Census Tract 87.15; San Bernardino County; California,1621,1365,256,84.20727946
60710087154,Block Group 4; Census Tract 87.15; San Bernardino County; California,1803,1073,730,59.51192457
60710087161,Block Group 1; Census Tract 87.16; San Bernardino County; California,2871,2871,0,100
60710087162,Block Group 2; Census Tract 87.16; San Bernardino County; California,2194,2194,0,100
60710087163,Block Group 3; Census Tract 87.16; San Bernardino County; California,1585,1585,0,100
60710088001,Block Group 1; Census Tract 88; San Bernardino County; California,1527,1527,0,100
60710088002,Block Group 2; Census Tract 88; San Bernardino County; California,2078,2078,0,100
60710088003,Block Group 3; Census Tract 88; San Bernardino County; California,2032,2032,0,100
60710088004,Block Group 4; Census Tract 88; San Bernardino County; California,883,883,0,100
60710089011,Block Group 1; Census Tract 89.01; San Bernardino County; California,941,0,941,0
60710089012,Block Group 2; Census Tract 89.01; San Bernardino County; California,949,0,949,0
60710091091,Block Group 1; Census Tract 91.09; San Bernardino County; California,1733,0,1733,0
60710091092,Block Group 2; Census Tract 91.09; San Bernardino County; California,1355,0,1355,0
60710091093,Block Group 3; Census Tract 91.09; San Bernardino County; California,1091,0,1091,0
60710091094,Block Group 4; Census Tract 91.09; San Bernardino County; California,1743,0,1743,0
60710091191,Block Group 1; Census Tract 91.19; San Bernardino County; California,1774,0,1774,0
60710091192,Block Group 2; Census Tract 91.19; San Bernardino County; California,1472,0,1472,0
60710091193,Block Group 3; Census Tract 91.19; San Bernardino County; California,1665,321,1344,19.27927928
60710091194,Block Group 4; Census Tract 91.19; San Bernardino County; California,850,0,850,0
60710091201,Block Group 1; Census Tract 91.20; San Bernardino County; California,1985,0,1985,0
60710091202,Block Group 2; Census Tract 91.20; San Bernardino County; California,2448,0,2448,0
60710091211,Block Group 1; Census Tract 91.21; San Bernardino County; California,852,0,852,0
60710091212,Block Group 2; Census Tract 91.21; San Bernardino County; California,1973,0,1973,0
60710091221,Block Group 1; Census Tract 91.22; San Bernardino County; California,1728,0,1728,0
60710091222,Block Group 2; Census Tract 91.22; San Bernardino County; California,2095,0,2095,0
60710091231,Block Group 1; Census Tract 91.23; San Bernardino County; California,1452,0,1452,0
60710091232,Block Group 2; Census Tract 91.23; San Bernardino County; California,1308,0,1308,0
60710091241,Block Group 1; Census Tract 91.24; San Bernardino County; California,2102,2102,0,100
60710091242,Block Group 2; Census Tract 91.24; San Bernardino County; California,3033,3033,0,100
60710091251,Block Group 1; Census Tract 91.25; San Bernardino County; California,3733,3733,0,100
60710091252,Block Group 2; Census Tract 91.25; San Bernardino County; California,2286,2286,0,100
60710091261,Block Group 1; Census Tract 91.26; San Bernardino County; California,3775,3514,261,93.08609272
60710091262,Block Group 2; Census Tract 91.26; San Bernardino County; California,2156,2084,72,96.66048237
60710091263,Block Group 3; Census Tract 91.26; San Bernardino County; California,981,971,10,98.98063201
60710091271,Block Group 1; Census Tract 91.27; San Bernardino County; California,3117,3090,27,99.13378248
60710091272,Block Group 2; Census Tract 91.27; San Bernardino County; California,2777,2777,0,100
60710091273,Block Group 3; Census Tract 91.27; San Bernardino County; California,2261,2261,0,100
60710091281,Block Group 1; Census Tract 91.28; San Bernardino County; California,3197,3197,0,100
60710091282,Block Group 2; Census Tract 91.28; San Bernardino County; California,2355,2279,76,96.77282378
60710091291,Block Group 1; Census Tract 91.29; San Bernardino County; California,2142,2100,42,98.03921569
60710091292,Block Group 2; Census Tract 91.29; San Bernardino County; California,2133,1929,204,90.43600563
60710091293,Block Group 3; Census Tract 91.29; San Bernardino County; California,2488,2488,0,100
60710091301,Block Group 1; Census Tract 91.30; San Bernardino County; California,2154,2154,0,100
60710091302,Block Group 2; Census Tract 91.30; San Bernardino County; California,2921,2921,0,100
60710091311,Block Group 1; Census Tract 91.31; San Bernardino County; California,1141,1141,0,100
60710091312,Block Group 2; Census Tract 91.31; San Bernardino County; California,1581,1512,69,95.63567362
60710091313,Block Group 3; Census Tract 91.31; San Bernardino County; California,2160,2055,105,95.13888889
60710091321,Block Group 1; Census Tract 91.32; San Bernardino County; California,1958,1944,14,99.28498468
60710091322,Block Group 2; Census Tract 91.32; San Bernardino County; California,648,578,70,89.19753086
60710091331,Block Group 1; Census Tract 91.33; San Bernardino County; California,4530,742,3788,16.37969095
60710091332,Block Group 2; Census Tract 91.33; San Bernardino County; California,1181,1173,8,99.32260796
60710091333,Block Group 3; Census Tract 91.33; San Bernardino County; California,2871,2490,381,86.72936259
60710091341,Block Group 1; Census Tract 91.34; San Bernardino County; California,862,0,862,0
60710091351,Block Group 1; Census Tract 91.35; San Bernardino County; California,2984,2984,0,100
60710091352,Block Group 2; Census Tract 91.35; San Bernardino County; California,712,0,712,0
60710091353,Block Group 3; Census Tract 91.35; San Bernardino County; California,1864,1588,276,85.19313305
60710091361,Block Group 1; Census Tract 91.36; San Bernardino County; California,742,645,97,86.92722372
60710091362,Block Group 2; Census Tract 91.36; San Bernardino County; California,3127,3127,0,100
60710091363,Block Group 3; Census Tract 91.36; San Bernardino County; California,1920,1719,201,89.53125
60710091371,Block Group 1; Census Tract 91.37; San Bernardino County; California,1277,1277,0,100
60710091372,Block Group 2; Census Tract 91.37; San Bernardino County; California,2992,2992,0,100
60710091381,Block Group 1; Census Tract 91.38; San Bernardino County; California,2760,2727,33,98.80434783
60710091382,Block Group 2; Census Tract 91.38; San Bernardino County; California,2500,2500,0,100
60710091391,Block Group 1; Census Tract 91.39; San Bernardino County; California,1670,1580,90,94.61077844
60710091392,Block Group 2; Census Tract 91.39; San Bernardino County; California,2920,2920,0,100
60710091393,Block Group 3; Census Tract 91.39; San Bernardino County; California,1243,1243,0,100
60710092011,Block Group 1; Census Tract 92.01; San Bernardino County; California,1815,1085,730,59.77961433
60710092012,Block Group 2; Census Tract 92.01; San Bernardino County; California,1577,1408,169,89.28344959
60710092013,Block Group 3; Census Tract 92.01; San Bernardino County; California,1369,1369,0,100
60710092021,Block Group 1; Census Tract 92.02; San Bernardino County; California,1208,0,1208,0
60710092022,Block Group 2; Census Tract 92.02; San Bernardino County; California,648,0,648,0
60710093001,Block Group 1; Census Tract 93; San Bernardino County; California,1193,440,753,36.88181056
60710094001,Block Group 1; Census Tract 94; San Bernardino County; California,1524,1374,150,90.15748031
60710094002,Block Group 2; Census Tract 94; San Bernardino County; California,759,759,0,100
60710094003,Block Group 3; Census Tract 94; San Bernardino County; California,1656,1637,19,98.852657
60710095011,Block Group 1; Census Tract 95.01; San Bernardino County; California,1413,1413,0,100
60710095012,Block Group 2; Census Tract 95.01; San Bernardino County; California,1357,1357,0,100
60710095013,Block Group 3; Census Tract 95.01; San Bernardino County; California,1351,1351,0,100
60710095021,Block Group 1; Census Tract 95.02; San Bernardino County; California,2071,2071,0,100
60710095022,Block Group 2; Census Tract 95.02; San Bernardino County; California,1749,1749,0,100
60710097081,Block Group 1; Census Tract 97.08; San Bernardino County; California,1286,91,1195,7.076205288
60710097082,Block Group 2; Census Tract 97.08; San Bernardino County; California,1302,19,1283,1.459293395
60710097083,Block Group 3; Census Tract 97.08; San Bernardino County; California,1781,573,1208,32.17293655
60710097084,Block Group 4; Census Tract 97.08; San Bernardino County; California,737,0,737,0
60710097091,Block Group 1; Census Tract 97.09; San Bernardino County; California,1284,1284,0,100
60710097092,Block Group 2; Census Tract 97.09; San Bernardino County; California,2305,2305,0,100
60710097093,Block Group 3; Census Tract 97.09; San Bernardino County; California,1162,1141,21,98.19277108
60710097094,Block Group 4; Census Tract 97.09; San Bernardino County; California,1741,1728,13,99.2533027
60710097121,Block Group 1; Census Tract 97.12; San Bernardino County; California,1216,1216,0,100
60710097122,Block Group 2; Census Tract 97.12; San Bernardino County; California,1956,1910,46,97.64826176
60710097123,Block Group 3; Census Tract 97.12; San Bernardino County; California,1247,1247,0,100
60710097124,Block Group 4; Census Tract 97.12; San Bernardino County; California,1981,1910,71,96.41595154
60710097131,Block Group 1; Census Tract 97.13; San Bernardino County; California,1812,1625,187,89.6799117
60710097132,Block Group 2; Census Tract 97.13; San Bernardino County; California,1571,1352,219,86.0598345
60710097133,Block Group 3; Census Tract 97.13; San Bernardino County; California,896,657,239,73.32589286
60710097134,Block Group 4; Census Tract 97.13; San Bernardino County; California,672,672,0,100
60710097135,Block Group 5; Census Tract 97.13; San Bernardino County; California,2352,2319,33,98.59693878
60710097141,Block Group 1; Census Tract 97.14; San Bernardino County; California,1240,939,301,75.72580645
60710097142,Block Group 2; Census Tract 97.14; San Bernardino County; California,1455,1455,0,100
60710097143,Block Group 3; Census Tract 97.14; San Bernardino County; California,1574,1574,0,100
60710097171,Block Group 1; Census Tract 97.17; San Bernardino County; California,2114,1863,251,88.12677389
60710097172,Block Group 2; Census Tract 97.17; San Bernardino County; California,2359,2359,0,100
60710097181,Block Group 1; Census Tract 97.18; San Bernardino County; California,1919,1919,0,100
60710097182,Block Group 2; Census Tract 97.18; San Bernardino County; California,2147,2147,0,100
60710097191,Block Group 1; Census Tract 97.19; San Bernardino County; California,2284,2239,45,98.02977233
60710097192,Block Group 2; Census Tract 97.19; San Bernardino County; California,992,360,632,36.29032258
60710097201,Block Group 1; Census Tract 97.20; San Bernardino County; California,1743,1743,0,100
60710097211,Block Group 1; Census Tract 97.21; San Bernardino County; California,2411,2411,0,100
60710097212,Block Group 2; Census Tract 97.21; San Bernardino County; California,1650,1650,0,100
60710097213,Block Group 3; Census Tract 97.21; San Bernardino County; California,1850,1850,0,100
60710097221,Block Group 1; Census Tract 97.22; San Bernardino County; California,1634,1634,0,100
60710097222,Block Group 2; Census Tract 97.22; San Bernardino County; California,1779,1779,0,100
60710097231,Block Group 1; Census Tract 97.23; San Bernardino County; California,1137,1137,0,100
60710097232,Block Group 2; Census Tract 97.23; San Bernardino County; California,1883,1883,0,100
60710097233,Block Group 3; Census Tract 97.23; San Bernardino County; California,2833,2833,0,100
60710097241,Block Group 1; Census Tract 97.24; San Bernardino County; California,2927,2927,0,100
60710097242,Block Group 2; Census Tract 97.24; San Bernardino County; California,1371,1371,0,100
