GEOID,Geographic Area Name,Total,Total_Urban,Total_Rural,PercentageUrban
60710020472,Block Group 2; Census Tract 20.47; San Bernardino County; California,1403,1403,0,100
60710020473,Block Group 3; Census Tract 20.47; San Bernardino County; California,904,904,0,100
60710020481,Block Group 1; Census Tract 20.48; San Bernardino County; California,2204,2204,0,100
60710020482,Block Group 2; Census Tract 20.48; San Bernardino County; California,1746,1746,0,100
60710020491,Block Group 1; Census Tract 20.49; San Bernardino County; California,1431,1431,0,100
60710020492,Block Group 2; Census Tract 20.49; San Bernardino County; California,1776,1776,0,100
60710020501,Block Group 1; Census Tract 20.50; San Bernardino County; California,1719,1719,0,100
60710020502,Block Group 2; Census Tract 20.50; San Bernardino County; California,2388,2388,0,100
60710020503,Block Group 3; Census Tract 20.50; San Bernardino County; California,1653,1653,0,100
60710020511,Block Group 1; Census Tract 20.51; San Bernardino County; California,2558,2558,0,100
60710020512,Block Group 2; Census Tract 20.51; San Bernardino County; California,2591,2591,0,100
60710021011,Block Group 1; Census Tract 21.01; San Bernardino County; California,2572,2572,0,100
60710021012,Block Group 2; Census Tract 21.01; San Bernardino County; California,1807,1807,0,100
60710021031,Block Group 1; Census Tract 21.03; San Bernardino County; California,1452,1452,0,100
60710021032,Block Group 2; Census Tract 21.03; San Bernardino County; California,1012,1012,0,100
60710021033,Block Group 3; Census Tract 21.03; San Bernardino County; California,2217,2217,0,100
60710021051,Block Group 1; Census Tract 21.05; San Bernardino County; California,2670,2670,0,100
60710021052,Block Group 2; Census Tract 21.05; San Bernardino County; California,945,945,0,100
60710021053,Block Group 3; Census Tract 21.05; San Bernardino County; California,1787,1787,0,100
60710021071,Block Group 1; Census Tract 21.07; San Bernardino County; California,1160,1160,0,100
60710021072,Block Group 2; Census Tract 21.07; San Bernardino County; California,2339,2339,0,100
60710021073,Block Group 3; Census Tract 21.07; San Bernardino County; California,1713,1713,0,100
60710021091,Block Group 1; Census Tract 21.09; San Bernardino County; California,1221,1221,0,100
60710021092,Block Group 2; Census Tract 21.09; San Bernardino County; California,1661,1661,0,100
60710021093,Block Group 3; Census Tract 21.09; San Bernardino County; California,3421,3421,0,100
60710021111,Block Group 1; Census Tract 21.11; San Bernardino County; California,1503,1503,0,100
60710021112,Block Group 2; Census Tract 21.11; San Bernardino County; California,1676,1676,0,100
60710021113,Block Group 3; Census Tract 21.11; San Bernardino County; California,887,887,0,100
60710021121,Block Group 1; Census Tract 21.12; San Bernardino County; California,1189,1189,0,100
60710021122,Block Group 2; Census Tract 21.12; San Bernardino County; California,2158,2158,0,100
60710022041,Block Group 1; Census Tract 22.04; San Bernardino County; California,781,781,0,100
60710022042,Block Group 2; Census Tract 22.04; San Bernardino County; California,1817,1817,0,100
60710022043,Block Group 3; Census Tract 22.04; San Bernardino County; California,1337,1337,0,100
60710022044,Block Group 4; Census Tract 22.04; San Bernardino County; California,2206,2206,0,100
60710022061,Block Group 1; Census Tract 22.06; San Bernardino County; California,2330,2330,0,100
60710022062,Block Group 2; Census Tract 22.06; San Bernardino County; California,884,884,0,100
60710022063,Block Group 3; Census Tract 22.06; San Bernardino County; California,1442,1442,0,100
60710022064,Block Group 4; Census Tract 22.06; San Bernardino County; California,1998,1998,0,100
60710022071,Block Group 1; Census Tract 22.07; San Bernardino County; California,3199,3199,0,100
60710022072,Block Group 2; Census Tract 22.07; San Bernardino County; California,2719,2719,0,100
60710023061,Block Group 1; Census Tract 23.06; San Bernardino County; California,1088,1088,0,100
60710023062,Block Group 2; Census Tract 23.06; San Bernardino County; California,2608,2608,0,100
60710023071,Block Group 1; Census Tract 23.07; San Bernardino County; California,2233,2233,0,100
60710023072,Block Group 2; Census Tract 23.07; San Bernardino County; California,1659,1659,0,100
60710023073,Block Group 3; Census Tract 23.07; San Bernardino County; California,1112,1112,0,100
60710023081,Block Group 1; Census Tract 23.08; San Bernardino County; California,1764,1764,0,100
60710023082,Block Group 2; Census Tract 23.08; San Bernardino County; California,1110,1110,0,100
60710023083,Block Group 3; Census Tract 23.08; San Bernardino County; California,4176,4176,0,100
60710023084,Block Group 4; Census Tract 23.08; San Bernardino County; California,2059,2059,0,100
60710023091,Block Group 1; Census Tract 23.09; San Bernardino County; California,1664,1664,0,100
60710023092,Block Group 2; Census Tract 23.09; San Bernardino County; California,2117,2117,0,100
60710023101,Block Group 1; Census Tract 23.10; San Bernardino County; California,1656,1656,0,100
60710023102,Block Group 2; Census Tract 23.10; San Bernardino County; California,3573,3573,0,100
60710023111,Block Group 1; Census Tract 23.11; San Bernardino County; California,2065,2065,0,100
60710023112,Block Group 2; Census Tract 23.11; San Bernardino County; California,1787,1787,0,100
60710023113,Block Group 3; Census Tract 23.11; San Bernardino County; California,1250,1250,0,100
60710023121,Block Group 1; Census Tract 23.12; San Bernardino County; California,2788,2788,0,100
60710023122,Block Group 2; Census Tract 23.12; San Bernardino County; California,2850,2850,0,100
60710023131,Block Group 1; Census Tract 23.13; San Bernardino County; California,1861,1861,0,100
60710023132,Block Group 2; Census Tract 23.13; San Bernardino County; California,2858,2858,0,100
60710023133,Block Group 3; Census Tract 23.13; San Bernardino County; California,2155,2155,0,100
60710023141,Block Group 1; Census Tract 23.14; San Bernardino County; California,2674,2674,0,100
60710023142,Block Group 2; Census Tract 23.14; San Bernardino County; California,3884,3884,0,100
60710023151,Block Group 1; Census Tract 23.15; San Bernardino County; California,2375,2375,0,100
60710023152,Block Group 2; Census Tract 23.15; San Bernardino County; California,2337,2337,0,100
60710024031,Block Group 1; Census Tract 24.03; San Bernardino County; California,1402,1402,0,100
60710024032,Block Group 2; Census Tract 24.03; San Bernardino County; California,1248,1248,0,100
60710024033,Block Group 3; Census Tract 24.03; San Bernardino County; California,2478,2478,0,100
60710024041,Block Group 1; Census Tract 24.04; San Bernardino County; California,1668,1668,0,100
60710024042,Block Group 2; Census Tract 24.04; San Bernardino County; California,1744,1744,0,100
60710024051,Block Group 1; Census Tract 24.05; San Bernardino County; California,2086,2086,0,100
60710024052,Block Group 2; Census Tract 24.05; San Bernardino County; California,1494,1494,0,100
60710024053,Block Group 3; Census Tract 24.05; San Bernardino County; California,1920,1920,0,100
60710024061,Block Group 1; Census Tract 24.06; San Bernardino County; California,1500,1500,0,100
60710024062,Block Group 2; Census Tract 24.06; San Bernardino County; California,1146,1146,0,100
60710025011,Block Group 1; Census Tract 25.01; San Bernardino County; California,1129,1129,0,100
60710025012,Block Group 2; Census Tract 25.01; San Bernardino County; California,1791,1791,0,100
60710025013,Block Group 3; Census Tract 25.01; San Bernardino County; California,1452,1452,0,100
60710025014,Block Group 4; Census Tract 25.01; San Bernardino County; California,1241,1241,0,100
60710025031,Block Group 1; Census Tract 25.03; San Bernardino County; California,2172,2172,0,100
60710025032,Block Group 2; Census Tract 25.03; San Bernardino County; California,1401,1401,0,100
60710025041,Block Group 1; Census Tract 25.04; San Bernardino County; California,2301,2301,0,100
60710025042,Block Group 2; Census Tract 25.04; San Bernardino County; California,1709,1709,0,100
60710026021,Block Group 1; Census Tract 26.02; San Bernardino County; California,1631,1631,0,100
60710026022,Block Group 2; Census Tract 26.02; San Bernardino County; California,1847,1847,0,100
60710026023,Block Group 3; Census Tract 26.02; San Bernardino County; California,2570,2570,0,100
60710026024,Block Group 4; Census Tract 26.02; San Bernardino County; California,1200,1200,0,100
60710026041,Block Group 1; Census Tract 26.04; San Bernardino County; California,1564,1564,0,100
60710026042,Block Group 2; Census Tract 26.04; San Bernardino County; California,1546,1546,0,100
60710026043,Block Group 3; Census Tract 26.04; San Bernardino County; California,1009,1009,0,100
60710026044,Block Group 4; Census Tract 26.04; San Bernardino County; California,1450,1450,0,100
60710026061,Block Group 1; Census Tract 26.06; San Bernardino County; California,2614,2614,0,100
60710026062,Block Group 2; Census Tract 26.06; San Bernardino County; California,2425,2425,0,100
60710026063,Block Group 3; Census Tract 26.06; San Bernardino County; California,2132,2132,0,100
60710026081,Block Group 1; Census Tract 26.08; San Bernardino County; California,1134,1134,0,100
60710026082,Block Group 2; Census Tract 26.08; San Bernardino County; California,2318,2318,0,100
60710026083,Block Group 3; Census Tract 26.08; San Bernardino County; California,2556,2556,0,100
60710026091,Block Group 1; Census Tract 26.09; San Bernardino County; California,2029,2029,0,100
60710026092,Block Group 2; Census Tract 26.09; San Bernardino County; California,1548,1548,0,100
60710026101,Block Group 1; Census Tract 26.10; San Bernardino County; California,1831,1831,0,100
60710026102,Block Group 2; Census Tract 26.10; San Bernardino County; California,1758,1758,0,100
60710026111,Block Group 1; Census Tract 26.11; San Bernardino County; California,2761,2761,0,100
60710026112,Block Group 2; Census Tract 26.11; San Bernardino County; California,1619,1619,0,100
60710027031,Block Group 1; Census Tract 27.03; San Bernardino County; California,2271,2271,0,100
60710027032,Block Group 2; Census Tract 27.03; San Bernardino County; California,1810,1810,0,100
60710027033,Block Group 3; Census Tract 27.03; San Bernardino County; California,1775,1775,0,100
60710027051,Block Group 1; Census Tract 27.05; San Bernardino County; California,1458,1458,0,100
60710027052,Block Group 2; Census Tract 27.05; San Bernardino County; California,1717,1717,0,100
60710027053,Block Group 3; Census Tract 27.05; San Bernardino County; California,1439,1439,0,100
60710027054,Block Group 4; Census Tract 27.05; San Bernardino County; California,1104,1104,0,100
60710027061,Block Group 1; Census Tract 27.06; San Bernardino County; California,10277,8041,2236,78.24267782
60710027062,Block Group 2; Census Tract 27.06; San Bernardino County; California,1779,1779,0,100
60710027063,Block Group 3; Census Tract 27.06; San Bernardino County; California,2138,2138,0,100
60710027071,Block Group 1; Census Tract 27.07; San Bernardino County; California,1488,1488,0,100
60710027072,Block Group 2; Census Tract 27.07; San Bernardino County; California,1658,1658,0,100
60710027081,Block Group 1; Census Tract 27.08; San Bernardino County; California,3245,3245,0,100
60710027082,Block Group 2; Census Tract 27.08; San Bernardino County; California,3152,3152,0,100
60710027091,Block Group 1; Census Tract 27.09; San Bernardino County; California,3986,3757,229,94.25489212
60710028011,Block Group 1; Census Tract 28.01; San Bernardino County; California,2438,2438,0,100
60710028012,Block Group 2; Census Tract 28.01; San Bernardino County; California,1649,1649,0,100
60710028013,Block Group 3; Census Tract 28.01; San Bernardino County; California,1493,1493,0,100
60710028031,Block Group 1; Census Tract 28.03; San Bernardino County; California,1714,1714,0,100
60710028032,Block Group 2; Census Tract 28.03; San Bernardino County; California,1044,1044,0,100
60710028033,Block Group 3; Census Tract 28.03; San Bernardino County; California,1216,1216,0,100
60710028041,Block Group 1; Census Tract 28.04; San Bernardino County; California,2137,2137,0,100
60710028042,Block Group 2; Census Tract 28.04; San Bernardino County; California,1287,1287,0,100
60710028043,Block Group 3; Census Tract 28.04; San Bernardino County; California,2325,2325,0,100
60710029011,Block Group 1; Census Tract 29.01; San Bernardino County; California,1223,1223,0,100
60710029012,Block Group 2; Census Tract 29.01; San Bernardino County; California,2132,2132,0,100
60710029013,Block Group 3; Census Tract 29.01; San Bernardino County; California,1360,1360,0,100
60710029021,Block Group 1; Census Tract 29.02; San Bernardino County; California,1188,1188,0,100
60710029022,Block Group 2; Census Tract 29.02; San Bernardino County; California,1625,1625,0,100
60710029023,Block Group 3; Census Tract 29.02; San Bernardino County; California,1477,1477,0,100
60710029024,Block Group 4; Census Tract 29.02; San Bernardino County; California,1067,1067,0,100
60710029025,Block Group 5; Census Tract 29.02; San Bernardino County; California,1157,1157,0,100
60710030001,Block Group 1; Census Tract 30; San Bernardino County; California,1676,1676,0,100
60710030002,Block Group 2; Census Tract 30; San Bernardino County; California,1482,1482,0,100
60710031011,Block Group 1; Census Tract 31.01; San Bernardino County; California,1223,1223,0,100
60710031012,Block Group 2; Census Tract 31.01; San Bernardino County; California,2201,2201,0,100
60710031013,Block Group 3; Census Tract 31.01; San Bernardino County; California,1503,1503,0,100
60710031021,Block Group 1; Census Tract 31.02; San Bernardino County; California,2635,2635,0,100
60710031022,Block Group 2; Census Tract 31.02; San Bernardino County; California,1431,1431,0,100
60710031023,Block Group 3; Census Tract 31.02; San Bernardino County; California,1778,1778,0,100
60710032011,Block Group 1; Census Tract 32.01; San Bernardino County; California,1786,1786,0,100
60710032012,Block Group 2; Census Tract 32.01; San Bernardino County; California,889,889,0,100
60710032013,Block Group 3; Census Tract 32.01; San Bernardino County; California,1200,1200,0,100
60710032021,Block Group 1; Census Tract 32.02; San Bernardino County; California,1510,1510,0,100
60710032022,Block Group 2; Census Tract 32.02; San Bernardino County; California,1876,1876,0,100
60710032023,Block Group 3; Census Tract 32.02; San Bernardino County; California,1038,1038,0,100
60710033011,Block Group 1; Census Tract 33.01; San Bernardino County; California,2665,2665,0,100
60710033012,Block Group 2; Census Tract 33.01; San Bernardino County; California,1187,1187,0,100
60710033013,Block Group 3; Census Tract 33.01; San Bernardino County; California,1726,1726,0,100
60710033021,Block Group 1; Census Tract 33.02; San Bernardino County; California,1495,1495,0,100
60710033022,Block Group 2; Census Tract 33.02; San Bernardino County; California,1394,1394,0,100
60710033023,Block Group 3; Census Tract 33.02; San Bernardino County; California,3005,3005,0,100
60710033024,Block Group 4; Census Tract 33.02; San Bernardino County; California,1043,1043,0,100
60710034011,Block Group 1; Census Tract 34.01; San Bernardino County; California,1871,1871,0,100
60710034012,Block Group 2; Census Tract 34.01; San Bernardino County; California,1796,1796,0,100
60710034013,Block Group 3; Census Tract 34.01; San Bernardino County; California,1904,1904,0,100
60710034014,Block Group 4; Census Tract 34.01; San Bernardino County; California,1929,1929,0,100
60710034031,Block Group 1; Census Tract 34.03; San Bernardino County; California,1378,1378,0,100
60710034032,Block Group 2; Census Tract 34.03; San Bernardino County; California,2031,2031,0,100
60710034033,Block Group 3; Census Tract 34.03; San Bernardino County; California,911,911,0,100
60710034041,Block Group 1; Census Tract 34.04; San Bernardino County; California,2016,2016,0,100
60710034042,Block Group 2; Census Tract 34.04; San Bernardino County; California,1878,1878,0,100
60710034043,Block Group 3; Census Tract 34.04; San Bernardino County; California,882,882,0,100
60710034051,Block Group 1; Census Tract 34.05; San Bernardino County; California,1351,1351,0,100
60710034052,Block Group 2; Census Tract 34.05; San Bernardino County; California,1113,1113,0,100
60710034053,Block Group 3; Census Tract 34.05; San Bernardino County; California,2874,2874,0,100
60710035031,Block Group 1; Census Tract 35.03; San Bernardino County; California,1954,1954,0,100
60710035032,Block Group 2; Census Tract 35.03; San Bernardino County; California,2201,2201,0,100
60710035033,Block Group 3; Census Tract 35.03; San Bernardino County; California,1486,1486,0,100
60710035051,Block Group 1; Census Tract 35.05; San Bernardino County; California,2396,2396,0,100
60710035052,Block Group 2; Census Tract 35.05; San Bernardino County; California,1686,1686,0,100
60710035053,Block Group 3; Census Tract 35.05; San Bernardino County; California,2472,2472,0,100
60710035061,Block Group 1; Census Tract 35.06; San Bernardino County; California,1325,1325,0,100
60710035062,Block Group 2; Census Tract 35.06; San Bernardino County; California,1710,1710,0,100
60710035063,Block Group 3; Census Tract 35.06; San Bernardino County; California,2034,2034,0,100
60710035071,Block Group 1; Census Tract 35.07; San Bernardino County; California,2797,2797,0,100
60710035072,Block Group 2; Census Tract 35.07; San Bernardino County; California,1990,1990,0,100
60710035091,Block Group 1; Census Tract 35.09; San Bernardino County; California,2517,2517,0,100
60710035092,Block Group 2; Census Tract 35.09; San Bernardino County; California,2549,2549,0,100
60710035101,Block Group 1; Census Tract 35.10; San Bernardino County; California,1720,1720,0,100
60710035102,Block Group 2; Census Tract 35.10; San Bernardino County; California,976,976,0,100
60710035103,Block Group 3; Census Tract 35.10; San Bernardino County; California,2128,2128,0,100
60710036031,Block Group 1; Census Tract 36.03; San Bernardino County; California,2276,2276,0,100
60710036032,Block Group 2; Census Tract 36.03; San Bernardino County; California,1983,1983,0,100
60710036051,Block Group 1; Census Tract 36.05; San Bernardino County; California,2072,2072,0,100
60710036052,Block Group 2; Census Tract 36.05; San Bernardino County; California,2236,2236,0,100
60710036061,Block Group 1; Census Tract 36.06; San Bernardino County; California,900,900,0,100
60710036062,Block Group 2; Census Tract 36.06; San Bernardino County; California,1453,1453,0,100
60710036063,Block Group 3; Census Tract 36.06; San Bernardino County; California,1667,1667,0,100
60710036064,Block Group 4; Census Tract 36.06; San Bernardino County; California,1296,1296,0,100
60710036071,Block Group 1; Census Tract 36.07; San Bernardino County; California,3448,3448,0,100
60710036072,Block Group 2; Census Tract 36.07; San Bernardino County; California,2782,2782,0,100
60710036091,Block Group 1; Census Tract 36.09; San Bernardino County; California,1103,1103,0,100
60710036092,Block Group 2; Census Tract 36.09; San Bernardino County; California,1750,1750,0,100
60710036093,Block Group 3; Census Tract 36.09; San Bernardino County; California,2310,2310,0,100
60710036111,Block Group 1; Census Tract 36.11; San Bernardino County; California,2883,2883,0,100
60710036112,Block Group 2; Census Tract 36.11; San Bernardino County; California,1944,1944,0,100
60710036121,Block Group 1; Census Tract 36.12; San Bernardino County; California,2575,2575,0,100
60710036122,Block Group 2; Census Tract 36.12; San Bernardino County; California,1999,1999,0,100
60710037001,Block Group 1; Census Tract 37; San Bernardino County; California,1769,1769,0,100
60710037002,Block Group 2; Census Tract 37; San Bernardino County; California,2249,2249,0,100
60710038011,Block Group 1; Census Tract 38.01; San Bernardino County; California,1310,1310,0,100
60710038012,Block Group 2; Census Tract 38.01; San Bernardino County; California,1840,1840,0,100
60710038013,Block Group 3; Census Tract 38.01; San Bernardino County; California,1970,1970,0,100
60710038031,Block Group 1; Census Tract 38.03; San Bernardino County; California,2130,2130,0,100
60710038032,Block Group 2; Census Tract 38.03; San Bernardino County; California,2890,2890,0,100
60710038041,Block Group 1; Census Tract 38.04; San Bernardino County; California,1489,1489,0,100
60710038042,Block Group 2; Census Tract 38.04; San Bernardino County; California,1395,1395,0,100
60710038043,Block Group 3; Census Tract 38.04; San Bernardino County; California,2073,2073,0,100
60710039001,Block Group 1; Census Tract 39; San Bernardino County; California,2042,2042,0,100
60710039002,Block Group 2; Census Tract 39; San Bernardino County; California,2069,2069,0,100
60710039003,Block Group 3; Census Tract 39; San Bernardino County; California,1403,1403,0,100
60710040011,Block Group 1; Census Tract 40.01; San Bernardino County; California,2583,2583,0,100
60710040012,Block Group 2; Census Tract 40.01; San Bernardino County; California,1848,1848,0,100
60710040031,Block Group 1; Census Tract 40.03; San Bernardino County; California,1828,1828,0,100
60710040032,Block Group 2; Census Tract 40.03; San Bernardino County; California,1660,1660,0,100
60710040033,Block Group 3; Census Tract 40.03; San Bernardino County; California,2688,2688,0,100
60710040041,Block Group 1; Census Tract 40.04; San Bernardino County; California,2845,2845,0,100
60710040042,Block Group 2; Census Tract 40.04; San Bernardino County; California,1632,1632,0,100
60710040043,Block Group 3; Census Tract 40.04; San Bernardino County; California,1308,1308,0,100
60710041011,Block Group 1; Census Tract 41.01; San Bernardino County; California,1656,1656,0,100
60710041012,Block Group 2; Census Tract 41.01; San Bernardino County; California,1226,1226,0,100
60710041013,Block Group 3; Census Tract 41.01; San Bernardino County; California,1894,1894,0,100
60710041014,Block Group 4; Census Tract 41.01; San Bernardino County; California,960,960,0,100
60710041031,Block Group 1; Census Tract 41.03; San Bernardino County; California,2276,2276,0,100
60710041032,Block Group 2; Census Tract 41.03; San Bernardino County; California,1842,1842,0,100
60710041033,Block Group 3; Census Tract 41.03; San Bernardino County; California,1789,1789,0,100
60710041041,Block Group 1; Census Tract 41.04; San Bernardino County; California,2418,2418,0,100
60710041042,Block Group 2; Census Tract 41.04; San Bernardino County; California,1667,1667,0,100
60710041043,Block Group 3; Census Tract 41.04; San Bernardino County; California,1098,1098,0,100
60710042011,Block Group 1; Census Tract 42.01; San Bernardino County; California,2180,2180,0,100
60710042012,Block Group 2; Census Tract 42.01; San Bernardino County; California,2221,2221,0,100
60710042013,Block Group 3; Census Tract 42.01; San Bernardino County; California,2724,2724,0,100
60710042021,Block Group 1; Census Tract 42.02; San Bernardino County; California,2103,2103,0,100
60710042022,Block Group 2; Census Tract 42.02; San Bernardino County; California,1948,1948,0,100
60710042023,Block Group 3; Census Tract 42.02; San Bernardino County; California,1464,1464,0,100
60710043011,Block Group 1; Census Tract 43.01; San Bernardino County; California,1717,1717,0,100
60710043012,Block Group 2; Census Tract 43.01; San Bernardino County; California,875,875,0,100
60710043013,Block Group 3; Census Tract 43.01; San Bernardino County; California,1950,1950,0,100
60710043021,Block Group 1; Census Tract 43.02; San Bernardino County; California,1256,1256,0,100
60710043022,Block Group 2; Census Tract 43.02; San Bernardino County; California,1150,1150,0,100
60710043023,Block Group 3; Census Tract 43.02; San Bernardino County; California,1942,1942,0,100
60710044011,Block Group 1; Census Tract 44.01; San Bernardino County; California,908,908,0,100
60710044012,Block Group 2; Census Tract 44.01; San Bernardino County; California,1929,1929,0,100
60710044013,Block Group 3; Census Tract 44.01; San Bernardino County; California,1569,1569,0,100
60710044031,Block Group 1; Census Tract 44.03; San Bernardino County; California,1871,1871,0,100
60710044032,Block Group 2; Census Tract 44.03; San Bernardino County; California,1198,1198,0,100
60710044033,Block Group 3; Census Tract 44.03; San Bernardino County; California,2667,2667,0,100
60710044041,Block Group 1; Census Tract 44.04; San Bernardino County; California,1996,1996,0,100
60710044042,Block Group 2; Census Tract 44.04; San Bernardino County; California,1482,1482,0,100
60710044043,Block Group 3; Census Tract 44.04; San Bernardino County; California,2569,2569,0,100
60710045031,Block Group 1; Census Tract 45.03; San Bernardino County; California,2681,2042,639,76.16560985
60710045032,Block Group 2; Census Tract 45.03; San Bernardino County; California,1148,1048,100,91.28919861
60710045051,Block Group 1; Census Tract 45.05; San Bernardino County; California,1607,1607,0,100
60710045052,Block Group 2; Census Tract 45.05; San Bernardino County; California,1246,1246,0,100
60710045053,Block Group 3; Census Tract 45.05; San Bernardino County; California,2603,2603,0,100
60710045071,Block Group 1; Census Tract 45.07; San Bernardino County; California,1595,1595,0,100
60710045072,Block Group 2; Census Tract 45.07; San Bernardino County; California,2091,2091,0,100
60710045073,Block Group 3; Census Tract 45.07; San Bernardino County; California,1857,1857,0,100
60710045091,Block Group 1; Census Tract 45.09; San Bernardino County; California,1890,1890,0,100
60710045092,Block Group 2; Census Tract 45.09; San Bernardino County; California,1656,1656,0,100
60710045093,Block Group 3; Census Tract 45.09; San Bernardino County; California,1664,1664,0,100
60710045101,Block Group 1; Census Tract 45.10; San Bernardino County; California,1916,1878,38,98.01670146
60710045102,Block Group 2; Census Tract 45.10; San Bernardino County; California,1662,1662,0,100
60710045103,Block Group 3; Census Tract 45.10; San Bernardino County; California,1759,1759,0,100
60710045111,Block Group 1; Census Tract 45.11; San Bernardino County; California,1311,1311,0,100
60710045112,Block Group 2; Census Tract 45.11; San Bernardino County; California,2552,2552,0,100
60710045121,Block Group 1; Census Tract 45.12; San Bernardino County; California,3050,3050,0,100
60710045122,Block Group 2; Census Tract 45.12; San Bernardino County; California,2025,2025,0,100
60710046011,Block Group 1; Census Tract 46.01; San Bernardino County; California,1624,1624,0,100
60710046012,Block Group 2; Census Tract 46.01; San Bernardino County; California,1439,1439,0,100
60710046013,Block Group 3; Census Tract 46.01; San Bernardino County; California,1638,1638,0,100
60710046014,Block Group 4; Census Tract 46.01; San Bernardino County; California,1440,1440,0,100
60710046015,Block Group 5; Census Tract 46.01; San Bernardino County; California,1290,1290,0,100
60710046031,Block Group 1; Census Tract 46.03; San Bernardino County; California,1010,1010,0,100
60710046032,Block Group 2; Census Tract 46.03; San Bernardino County; California,972,972,0,100
60710046033,Block Group 3; Census Tract 46.03; San Bernardino County; California,2411,2411,0,100
60710046034,Block Group 4; Census Tract 46.03; San Bernardino County; California,2061,2061,0,100
60710046041,Block Group 1; Census Tract 46.04; San Bernardino County; California,1125,1125,0,100
60710046042,Block Group 2; Census Tract 46.04; San Bernardino County; California,1546,1546,0,100
60710046043,Block Group 3; Census Tract 46.04; San Bernardino County; California,1206,1206,0,100
60710046044,Block Group 4; Census Tract 46.04; San Bernardino County; California,1832,1832,0,100
60710047001,Block Group 1; Census Tract 47; San Bernardino County; California,1328,1328,0,100
60710047002,Block Group 2; Census Tract 47; San Bernardino County; California,1459,1459,0,100
60710047003,Block Group 3; Census Tract 47; San Bernardino County; California,1043,1043,0,100
60710047004,Block Group 4; Census Tract 47; San Bernardino County; California,1078,1078,0,100
60710047005,Block Group 5; Census Tract 47; San Bernardino County; California,1182,1182,0,100
60710048001,Block Group 1; Census Tract 48; San Bernardino County; California,1853,1853,0,100
60710048002,Block Group 2; Census Tract 48; San Bernardino County; California,1633,1633,0,100
60710049011,Block Group 1; Census Tract 49.01; San Bernardino County; California,2545,2545,0,100
60710049012,Block Group 2; Census Tract 49.01; San Bernardino County; California,1725,1725,0,100
60710049021,Block Group 1; Census Tract 49.02; San Bernardino County; California,1336,1336,0,100
60710049022,Block Group 2; Census Tract 49.02; San Bernardino County; California,1963,1963,0,100
60710051011,Block Group 1; Census Tract 51.01; San Bernardino County; California,1481,1481,0,100
60710051012,Block Group 2; Census Tract 51.01; San Bernardino County; California,929,929,0,100
60710051013,Block Group 3; Census Tract 51.01; San Bernardino County; California,1085,1085,0,100
60710051014,Block Group 4; Census Tract 51.01; San Bernardino County; California,1106,1106,0,100
60710051021,Block Group 1; Census Tract 51.02; San Bernardino County; California,1482,1482,0,100
60710051022,Block Group 2; Census Tract 51.02; San Bernardino County; California,1760,1760,0,100
60710051023,Block Group 3; Census Tract 51.02; San Bernardino County; California,947,947,0,100
60710052001,Block Group 1; Census Tract 52; San Bernardino County; California,1228,1228,0,100
60710052002,Block Group 2; Census Tract 52; San Bernardino County; California,1410,1410,0,100
60710052003,Block Group 3; Census Tract 52; San Bernardino County; California,843,843,0,100
60710052004,Block Group 4; Census Tract 52; San Bernardino County; California,1040,1040,0,100
60710053001,Block Group 1; Census Tract 53; San Bernardino County; California,1832,1832,0,100
60710053002,Block Group 2; Census Tract 53; San Bernardino County; California,1113,1113,0,100
60710053003,Block Group 3; Census Tract 53; San Bernardino County; California,940,940,0,100
60710053004,Block Group 4; Census Tract 53; San Bernardino County; California,1279,1279,0,100
60710053005,Block Group 5; Census Tract 53; San Bernardino County; California,900,900,0,100
60710054001,Block Group 1; Census Tract 54; San Bernardino County; California,1788,1788,0,100
60710054002,Block Group 2; Census Tract 54; San Bernardino County; California,1263,1263,0,100
60710054003,Block Group 3; Census Tract 54; San Bernardino County; California,2151,2151,0,100
60710054004,Block Group 4; Census Tract 54; San Bernardino County; California,1779,1779,0,100
60710055011,Block Group 1; Census Tract 55.01; San Bernardino County; California,2000,2000,0,100
60710055012,Block Group 2; Census Tract 55.01; San Bernardino County; California,865,865,0,100
60710055021,Block Group 1; Census Tract 55.02; San Bernardino County; California,1699,1699,0,100
60710055022,Block Group 2; Census Tract 55.02; San Bernardino County; California,1744,1744,0,100
60710055023,Block Group 3; Census Tract 55.02; San Bernardino County; California,1715,1715,0,100
60710055024,Block Group 4; Census Tract 55.02; San Bernardino County; California,1324,1324,0,100
60710056011,Block Group 1; Census Tract 56.01; San Bernardino County; California,1205,1205,0,100
60710056012,Block Group 2; Census Tract 56.01; San Bernardino County; California,1461,1461,0,100
60710056013,Block Group 3; Census Tract 56.01; San Bernardino County; California,1394,1394,0,100
60710056021,Block Group 1; Census Tract 56.02; San Bernardino County; California,1961,1961,0,100
60710056022,Block Group 2; Census Tract 56.02; San Bernardino County; California,1393,1393,0,100
60710057011,Block Group 1; Census Tract 57.01; San Bernardino County; California,1389,1389,0,100
60710057012,Block Group 2; Census Tract 57.01; San Bernardino County; California,761,761,0,100
60710058001,Block Group 1; Census Tract 58; San Bernardino County; California,1482,1482,0,100
60710058002,Block Group 2; Census Tract 58; San Bernardino County; California,1651,1651,0,100
60710058003,Block Group 3; Census Tract 58; San Bernardino County; California,906,906,0,100
60710061011,Block Group 1; Census Tract 61.01; San Bernardino County; California,1636,1636,0,100
60710061012,Block Group 2; Census Tract 61.01; San Bernardino County; California,2195,2195,0,100
