GEOID,Longitude,Latitude,LST_Celsius,impervious
60730124021,-117.0838361,32.64465569,36.87205882,0.0
60376700032,-118.319686,33.79445562,38.68753425,0.0
60376700033,-118.3250656,33.79283743,38.11777778,0.0
60376700034,-118.3248178,33.79930778,39.50561644,0.0
60070001044,-121.8362684,39.77460776,38.53767123,0.0
60730123042,-117.0691058,32.64426925,37.80666667,0.0
60730126003,-117.0889872,32.62152183,35.24301587,0.0
60730131021,-117.0644316,32.61897068,37.86941176,0.0
60730131031,-117.0955002,32.60863082,31.52463415,0.0
60730131032,-117.0843979,32.6099587,34.31063492,0.0
60730131041,-117.0799849,32.61255676,36.56971014,0.0
60730131043,-117.0765964,32.60968008,36.56971014,0.0
60730132031,-117.0682339,32.60588435,38.07716418,0.0
60590747023,-117.8867942,33.73058167,41.55952381,0.0
60070024021,-121.2364401,39.62373408,38.53767123,0.0
60070024012,-121.4135881,39.72354826,38.53767123,0.0
60070016011,-121.5651731,40.00643102,38.53767123,0.0
60070016021,-121.7628482,39.85972315,38.53767123,0.0
60070016022,-121.7050435,39.76732013,38.53767123,0.0
60070024023,-121.3697943,39.5189425,38.53767123,0.0
60070004042,-121.8710812,39.75895988,38.53767123,0.0
60070024011,-121.493781,39.81245606,38.53767123,0.0
60070004041,-121.8837459,39.75759278,38.53767123,0.0
60070001032,-121.8134935,39.76765452,38.53767123,0.0
60070004031,-121.8661539,39.75444366,38.53767123,0.0
60070016012,-121.6677332,39.92643846,38.53767123,0.0
60371114022,-118.4946543,34.26029244,44.45733333,0.0
60371113032,-118.5172145,34.26123353,43.68566667,0.0
60371043211,-118.4181881,34.27158226,44.68742857,0.0
60371043222,-118.423425,34.27290752,44.68742857,0.0
60371081022,-118.5562754,34.28633839,43.18684211,0.0
60371082032,-118.5649742,34.2909123,42.89280702,0.0
60373201012,-118.4312415,34.29788456,44.783125,0.0
60373201011,-118.4340697,34.30066899,44.783125,0.0
60371061142,-118.4330789,34.30787338,44.7075,0.0
60379201212,-118.5802341,34.44553816,45.6134375,0.0
60377009011,-118.3751448,34.06268949,39.3109375,0.0
60377009014,-118.3856399,34.06204174,37.9071875,0.0
60377009021,-118.3917621,34.06463489,37.9071875,0.0
60377009022,-118.3918063,34.05966299,37.9071875,0.0
60377009023,-118.3964675,34.05965119,37.14015873,0.0
60377009024,-118.396455,34.06463187,37.14015873,0.0
60377010002,-118.4074252,34.06507861,37.14015873,0.0
60372319011,-118.2761377,33.99830259,43.46258065,0.0
60372324021,-118.3113772,33.997038,42.46111111,0.0
60372324022,-118.3148375,33.99939725,41.79290323,0.0
60372360012,-118.3638929,34.01259681,38.44932203,0.0
60372361022,-118.3443359,34.01125689,39.41766667,0.0
60377013022,-118.497839,34.02740525,35.14473684,0.0
60377015011,-118.4866467,34.03121779,36.26017544,0.0
60377015013,-118.4941992,34.02508576,35.14473684,0.0
60377015021,-118.4834691,34.02851355,36.26017544,0.0
60377015022,-118.4872614,34.02543594,36.26017544,0.0
60377016011,-118.4753946,34.04279586,36.36166667,0.0
60377016012,-118.4799784,34.04002513,36.9520339,0.0
60377016013,-118.4806495,34.036061,36.9520339,0.0
60377016021,-118.4711771,34.03845978,37.3679661,0.0
60790100172,-121.0082949,35.7251257,52.91754098,0.0
60070004032,-121.8717566,39.74887863,38.53767123,0.0
60070016023,-121.7596191,39.76055941,38.53767123,0.0
60730105024,-117.1166689,32.58827452,33.07131148,0.0
60730106011,-117.1362805,32.62837221,26.84,0.0
60070009044,-121.7861211,39.74574303,38.53767123,0.0
60730108001,-117.1805303,32.68989486,34.41346154,0.0
60730126004,-117.0897695,32.61833535,35.24301587,0.0
60730127001,-117.0833198,32.63267488,35.39477612,0.0
60730128001,-117.0697216,32.63838584,37.82181818,0.0
60730128002,-117.0685449,32.63447513,37.82181818,0.0
60730130004,-117.0847066,32.62463122,35.84903226,0.0
60871106011,-121.7895441,36.92696542,38.53767123,0.0
60871222051,-121.8859162,36.95348901,38.53767123,0.0
60871008011,-122.0186163,36.97704858,38.53767123,0.0
60871010021,-122.0266326,36.97114285,38.53767123,0.0
60871010023,-122.0249672,36.96720869,38.53767123,0.0
60871218021,-121.9473497,36.98147773,38.53767123,0.0
60871222041,-121.8550514,36.99272033,38.53767123,0.0
60871008022,-122.0101368,36.9709193,38.53767123,0.0
60871215012,-121.9912581,36.96648964,38.53767123,0.0
60871106012,-121.7766945,36.93547134,38.53767123,0.0
60871009002,-122.0009929,36.97532317,38.53767123,0.0
60871224021,-121.8137175,36.98854196,38.53767123,0.0
60590756063,-117.7945159,33.75979281,41.65369231,0.0
60871225004,-121.7604863,36.95525538,38.53767123,0.0
60871105061,-121.7790241,36.92301329,38.53767123,0.0
60871105041,-121.7679292,36.93459147,38.53767123,0.0
60871106021,-121.7836003,36.9248923,38.53767123,0.0
60871215013,-121.998717,36.96319018,38.53767123,0.0
60871215021,-121.9817469,36.96561053,38.53767123,0.0
60871214021,-121.9796964,36.9718349,38.53767123,0.0
60871215011,-121.9909931,36.95967885,38.53767123,0.0
60871217013,-121.9613288,36.98036036,38.53767123,0.0
60871220052,-121.9604861,36.98543836,38.53767123,0.0
60871220051,-121.9356041,36.98616002,38.53767123,0.0
60871217022,-121.9703017,36.97071268,38.53767123,0.0
60871217012,-121.9603536,36.97593821,38.53767123,0.0
60871218012,-121.9459678,36.9732148,38.53767123,0.0
60871222053,-121.8979376,36.97237119,38.53767123,0.0
60871222042,-121.8773029,36.98028128,38.53767123,0.0
60871224022,-121.8339615,36.9605095,38.53767123,0.0
60871218022,-121.9546315,36.97908142,38.53767123,0.0
60871218011,-121.9438077,36.97922627,38.53767123,0.0
60871104021,-121.783921,36.91501975,38.53767123,0.0
60590761024,-117.8936753,33.78351255,42.0884375,0.0
60730109001,-117.1684631,32.68499101,33.5673913,0.0
60730109002,-117.1758666,32.68790374,34.41346154,0.0
60730110001,-117.1677988,32.69526604,33.61636364,0.0
60730110002,-117.1721628,32.69240518,34.41346154,0.0
60730111001,-117.1759833,32.69773938,33.61636364,0.0
60730111002,-117.1794765,32.69730939,33.61636364,0.0
60790127061,-120.7784211,35.51559688,48.38678571,0.0
60790127054,-120.6217937,35.43822011,53.35983051,0.0
60790103012,-120.2863444,35.5558605,50.78491525,0.0
60790115053,-120.5596027,35.26934727,55.49169492,0.0
60790109041,-120.6616318,35.31810387,55.244,0.0
60790112011,-120.6759081,35.29714175,54.1720339,0.0
60790112012,-120.6951795,35.30201085,55.16866667,0.0
60790112021,-120.6823246,35.27970047,55.02050847,0.0
60790111053,-120.6587377,35.26704966,55.49169492,0.0
60790115051,-120.6086706,35.24574768,56.08186441,0.0
60790123051,-120.5559803,35.06833831,46.907,0.0
60790117062,-120.6602938,35.16528722,43.19,0.0
60790124061,-120.4725413,35.03112974,38.3315625,0.0
60790124031,-120.4957353,35.01948994,34.7146875,0.0
60790116003,-120.7219427,35.18835871,48.03,0.0
60790122012,-120.6249092,35.10732448,46.08238095,0.0
60790117061,-120.6196911,35.14735278,43.68142857,0.0
60790117043,-120.6486631,35.14293185,43.6934375,0.0
60790120023,-120.6139229,35.11812502,45.41360656,0.0
60790117051,-120.6225918,35.13469249,43.51888889,0.0
60790120011,-120.612144,35.11072587,45.41360656,0.0
60790123052,-120.571817,35.06450374,46.27196721,0.0
60790122022,-120.6063911,35.10149272,46.59349206,0.0
60790123054,-120.53493,35.07442188,46.907,0.0
60790123053,-120.586358,35.07129127,46.907,0.0
60790123024,-120.5711981,35.18792527,48.03,0.0
60790124062,-120.4679869,35.04178088,41.41163934,0.0
60790124063,-120.4850525,35.05059787,42.77733333,0.0
60790113005,-120.7014958,35.2596226,55.96491525,0.0
60790111041,-120.6520829,35.26688971,55.49169492,0.0
60790115052,-120.6448423,35.2401735,55.84457627,0.0
60790131002,-120.6329798,35.53416807,49.84464286,0.0
60790123061,-120.561533,35.01615469,34.7146875,0.0
60790100173,-120.8050878,35.73780351,53.77327869,0.0
60790124052,-120.485092,35.01281032,34.7146875,0.0
60790124041,-120.4986025,35.03897584,41.41163934,0.0
60790124043,-120.5162611,35.0357294,38.3315625,0.0
60790124032,-120.5173,35.01943319,34.7146875,0.0
60790124044,-120.488167,35.03166785,38.3315625,0.0
60790124042,-120.4847969,35.02773006,34.93738462,0.0
60790124051,-120.4744452,35.01951501,34.7146875,0.0
60790100163,-120.7197162,35.71124557,51.722,0.0
60790102061,-120.6676572,35.63099625,51.81393443,0.0
60790105061,-120.8610068,35.40759169,54.67866667,0.0
60790119044,-120.6036746,35.11039588,46.08238095,0.0
60790103013,-120.3831454,35.65359073,41.99262295,0.0
60790100171,-120.9087096,35.69157564,51.41419355,0.0
60790103022,-120.6595227,35.57770012,52.48457627,0.0
60790102071,-120.6462152,35.66427661,49.55229508,0.0
60790120022,-120.6163366,35.12423438,44.07590164,0.0
60790126012,-120.6780733,35.48048138,50.91949153,0.0
60790105052,-120.8499337,35.39302599,54.39333333,0.0
60790126011,-120.6594908,35.46024877,52.23607143,0.0
60790123062,-120.5803309,35.05134096,42.77733333,0.0
60790126021,-120.6894411,35.49493819,49.97033898,0.0
60790120021,-120.6108628,35.12603232,44.07590164,0.0
60790119031,-120.600296,35.12377459,44.07590164,0.0
60790122021,-120.5989053,35.10063768,46.59349206,0.0
60790105051,-120.8545099,35.38481595,55.13813559,0.0
60790103032,-120.4695384,35.73571055,53.77327869,0.0
60790103021,-120.5864485,35.60843593,51.96033333,0.0
60790119042,-120.5960802,35.10954058,46.08238095,0.0
60790102062,-120.6729803,35.63865502,50.818,0.0
60790127071,-120.709012,35.57418623,52.48457627,0.0
60790131003,-120.6215276,35.48873526,49.97033898,0.0
60790103031,-120.5673523,35.67317632,46.06428571,0.0
60790103011,-120.5244328,35.63148104,51.81393443,0.0
60790119041,-120.5962721,35.11609882,45.41360656,0.0
60790125034,-120.6369315,35.45606315,52.23607143,0.0
60790109033,-120.6609684,35.2998841,55.16866667,0.0
60790131005,-120.7057331,35.54778835,50.50322034,0.0
60790122011,-120.6118065,35.10480236,46.08238095,0.0
60790131001,-120.5233672,35.47571064,51.22517241,0.0
60790127081,-119.9542473,35.21855501,55.63,0.0
60790127053,-120.6087382,35.39697538,54.39333333,0.0
60790127051,-120.673144,35.4107456,54.67866667,0.0
60790126013,-120.6663458,35.47836426,51.22517241,0.0
60790127063,-120.7121996,35.46783978,51.75912281,0.0
60790127052,-120.5362946,35.37855367,55.21915254,0.0
60790105062,-120.8653713,35.39158398,54.39333333,0.0
60377010004,-118.40792,34.06232856,37.14015873,0.0
60377010005,-118.4081656,34.05863974,37.58,0.0
60376707011,-118.3113383,33.76717287,37.44461538,0.0
60730134151,-116.9983443,32.6383745,37.23057971,0.0
60650402032,-117.403232,33.99255204,45.402,0.0
60650403022,-117.4440538,33.98456906,44.98934426,0.0
60650403023,-117.4329744,33.9956777,45.2037931,0.0
60871104023,-121.772987,36.91253741,38.53767123,0.0
60871220041,-121.9108869,36.98990766,38.53767123,0.0
60871212003,-121.9905602,37.04983716,38.53767123,0.0
60871205003,-122.0755693,37.17813338,38.53767123,0.0
60871202003,-122.1313641,37.00497086,38.53767123,0.0
60871010011,-122.0347875,36.96873342,38.53767123,0.0
60730134161,-116.9958111,32.65075462,37.86147059,0.0
60730134162,-116.989592,32.64374031,37.77956522,0.0
60690002001,-121.4535277,36.82491807,38.53767123,0.0
60730134171,-116.9844862,32.6590401,37.52085714,0.0
60730134181,-116.9758554,32.65576409,37.92,0.0
60690007011,-121.4195723,36.84548704,38.53767123,0.0
60690004005,-121.4099314,36.84392189,38.53767123,0.0
60690001001,-121.2676948,36.88123382,38.53767123,0.0
60374091003,-117.9636952,34.01123778,42.353125,0.0
60372343012,-118.3305184,34.0092551,41.08508197,0.0
60372316012,-118.3027266,34.00567836,43.21491803,0.0
60372316031,-118.2935965,34.00883599,43.20587302,0.0
60372340011,-118.3227625,34.01476644,41.52967742,0.0
60372343011,-118.3322189,34.00632403,40.43133333,0.0
60374091001,-117.9603821,34.00785556,43.20587302,0.0
60372340012,-118.3256405,34.01509821,41.52967742,0.0
60372362051,-118.3522725,34.01485947,39.84032258,0.0
60372060511,-118.2323296,34.02517815,44.90278689,0.0
60372316032,-118.293865,34.00530073,43.21491803,0.0
60372313011,-118.3020819,34.01535495,42.64875,0.0
60372318004,-118.2761695,34.00691351,43.27444444,0.0
60372313021,-118.3044027,34.01165628,42.54428571,0.0
60372360011,-118.3596915,34.01831989,38.46483871,0.0
60375326073,-118.2335132,33.98122819,43.80032258,0.0
60375326072,-118.2330827,33.98772473,43.80032258,0.0
60372754003,-118.4432691,33.98961999,34.79350877,0.0
60372756043,-118.4133951,33.97664492,34.07586207,0.0
60375300073,-118.0881077,34.02976688,42.92940299,0.0
60372718041,-118.4141021,34.02179847,38.13474576,0.0
60372699032,-118.4056381,34.01981106,38.51,0.0
60375510023,-118.1113422,33.94092733,43.52212121,0.0
60375436052,-118.2892457,33.81435262,40.30722222,0.0
60375437042,-118.2732312,33.81090235,40.84802817,0.0
60376701012,-118.3116712,33.78772226,38.41923077,0.0
60376701022,-118.3252663,33.78768308,36.95702703,0.0
60376701021,-118.3186022,33.78735706,37.59,0.0
60375780004,-118.2212088,33.7952959,40.06826087,0.0
60372093003,-118.2657628,34.04976218,42.33646154,0.0
60375436051,-118.2948403,33.81538506,40.09459459,0.0
60375731012,-118.1915381,33.79848056,40.13205882,0.0
60375731022,-118.2027722,33.80139945,39.37895522,0.0
60375437052,-118.2675121,33.81324388,41.22388889,0.0
60375777002,-118.2082386,33.81527874,40.15477612,0.0
60375437043,-118.273377,33.81650304,40.84802817,0.0
60375743006,-118.1125129,33.79075542,37.51369231,0.0
60375727004,-118.2165221,33.80256195,40.01816901,0.0
60379203261,-118.6031427,34.35971214,36.44387097,0.0
60371439011,-118.4024961,34.14240424,37.43956522,0.0
60371897032,-118.3352993,34.13492536,36.79,0.0
60371851021,-118.2135,34.10975232,40.00223881,0.0
60371904011,-118.3012809,34.10357371,41.85307692,0.0
60371895012,-118.3195373,34.10990963,40.08343284,0.0
60374806022,-118.1539917,34.11758217,40.0861194,0.0
60371431011,-118.3527183,34.14634117,38.33441176,0.0
60371433022,-118.3818473,34.15064996,40.29294118,0.0
60378003241,-118.7633322,34.1505812,42.53352941,0.0
60371413061,-118.4597417,34.15001219,39.41484848,0.0
60374310031,-118.0075568,34.14854591,42.75909091,0.0
60373116021,-118.3436753,34.14816641,37.73852941,0.0
60371434012,-118.4165019,34.15217257,39.59208955,0.0
60378003243,-118.7814921,34.15277641,42.16058824,0.0
60371434021,-118.4020659,34.15285865,39.94617647,0.0
60371397052,-118.488472,34.14964627,38.93507463,0.0
60371287042,-118.4369506,34.15953306,42.29307692,0.0
60378002051,-118.698099,34.16438159,42.60090909,0.0
60371433011,-118.3834313,34.15598756,40.29294118,0.0
60373019011,-118.2512097,34.15632611,41.95179104,0.0
60373116022,-118.3484983,34.15635611,38.76735294,0.0
60378003382,-118.7771734,34.16074132,42.89603175,0.0
60374019011,-117.7071788,34.0995876,42.47175439,0.0
60374019012,-117.7113708,34.10267486,43.15034483,0.0
60374019021,-117.7174688,34.10121363,43.15034483,0.0
60374019022,-117.7257096,34.09639326,43.75896552,0.0
60374019024,-117.7307428,34.10360839,43.75896552,0.0
60376704061,-118.3853125,33.76305287,32.14652174,0.0
60374033201,-117.8005339,34.00510958,40.98433333,0.0
60374033202,-117.7901846,34.00533446,42.91949153,0.0
60374033212,-117.8031619,34.02313769,41.22741935,0.0
60374047022,-117.9857517,34.06892926,43.57852941,0.0
60374047023,-117.9797062,34.07073384,43.50147059,0.0
60374317014,-118.0493068,34.11661972,42.82753846,0.0
60371862012,-118.2182605,34.12060023,40.39970588,0.0
60374317015,-118.0502098,34.12250715,42.92313433,0.0
60374641023,-118.1253634,34.12434899,38.45447761,0.0
60371437003,-118.3555025,34.12889863,36.31647059,0.0
60374317012,-118.0378697,34.12215028,41.62492537,0.0
60374042032,-117.8857344,34.1232781,42.91298507,0.0
60374048061,-117.9662658,34.06747549,43.72205882,0.0
60372111242,-118.2890353,34.06597101,41.70174603,0.0
60372080022,-118.2579971,34.06673186,41.801875,0.0
60372626012,-118.5514386,34.07189089,32.35328358,0.0
60374036013,-117.8524342,34.07551032,40.93677419,0.0
60372149041,-118.3857413,34.07502888,38.1669697,0.0
60374049011,-117.981277,34.09569046,40.11835821,0.0
60374049012,-117.9758032,34.09573939,40.11835821,0.0
60374814031,-118.0914296,34.07763121,43.86846154,0.0
60374048041,-117.9835663,34.07855643,43.22242424,0.0
60374048043,-117.9783675,34.08022549,42.90323529,0.0
60378001041,-118.6377088,34.09235717,32.39779221,0.0
