GEOID,Latitude,Longitude
060590423232,-117.71632083028003,33.48488551717378
060374607002,-118.1858628764719,34.18328135191006
060014505011,-121.94354241582839,37.70970622685829
060590423301,-117.69230685382057,33.52938012914406
060590423302,-117.68635266131966,33.52709104608615
060250101023,-115.52101057406959,33.1218981210458
060590219152,-117.82512304151474,33.83902131713153
060590219233,-117.75189773504488,33.830621577185916
060590320021,-117.65728181460493,33.61069919992306
060590320022,-117.66567486821147,33.618021350684906
060590320023,-117.67205237195184,33.6138461833502
060590320141,-117.6994281168584,33.6139094170437
060590320142,-117.69446705492742,33.62026898503109
060590320151,-117.68690299983132,33.615242212544686
060590320152,-117.68007261900614,33.60698848831789
060590320153,-117.69157165291602,33.61093786932477
060590320154,-117.68383979404175,33.604061866729516
060590320201,-117.6462865883929,33.60309236971029
060730040002,-117.12737965551526,32.70692949828851
060730101091,-117.09220573359697,32.54847894746412
060310012001,-119.65695359764707,36.204513898588395
060014403014,-122.0345657170748,37.60027922799848
060014403332,-122.06873286238479,37.60078316911659
060590320532,-117.62008646331468,33.6152062508197
060590320533,-117.61545774776248,33.61784698015767
060590320534,-117.63236283625075,33.591323278142404
060250118031,-115.54520298314874,32.76190072680334
060014415242,-122.04933950884967,37.55795568365304
060014426022,-122.00725823379777,37.545180958979
060014433222,-121.91943331850239,37.4793000544023
061070003022,-119.44400372321527,36.4809736070646
061070004011,-119.38128839100368,36.563805522041385
061070004021,-119.39170732128419,36.54945504346351
060590320541,-117.59435551198892,33.640520705282704
060590320542,-117.58861828232598,33.64061905107563
060590320543,-117.59189516142615,33.63650036931132
060590320544,-117.59892317996504,33.63649971375541
060590320551,-117.58307828853636,33.64763694322598
061070004022,-119.38923245154656,36.556972880127674
061070004023,-119.38359366794135,36.548643254436534
061070005011,-119.3814175088483,36.54185915955108
060590421141,-117.59518292424703,33.4055689888447
060590421142,-117.59427466023854,33.41249150035265
060590421143,-117.59227524209983,33.426095160548506
060590422032,-117.6541950508288,33.49432379315687
060730178091,-117.32670338740989,33.15754130520187
060590422033,-117.6508089831642,33.4909295389178
060590422035,-117.63320665220334,33.49710829682981
060590422051,-117.63281731509423,33.47331747988749
060590422054,-117.66023863866305,33.46321446796938
060590422061,-117.6562452102903,33.45280986474674
060590423121,-117.66498911189117,33.51307545546735
060590423122,-117.65601914263632,33.50243868671257
060590423123,-117.66814902305205,33.5109841333742
060590423124,-117.66720400889153,33.50667621000183
060590423192,-117.70366894747785,33.535237355293084
060590423201,-117.7083732462378,33.582599762899854
060590423202,-117.70437923043545,33.57293705210095
060590423203,-117.70859599241625,33.57718225619087
060590741071,-117.90105922076442,33.700185379795144
060590320512,-117.58384954140021,33.65189413447346
060590423291,-117.69120387739534,33.53839372765917
060590423292,-117.69358499441607,33.53383824352872
060590423293,-117.70396926970778,33.52665511487833
060014502002,-121.91305607822822,37.72497896524656
060014502003,-121.91233590173827,37.71544768785429
060590423303,-117.69725388450976,33.52259374103521
060390001022,-119.55072388717993,37.28097437794788
060390001034,-119.7189248762688,37.38377300022443
060014501011,-121.89319509287415,37.70499504008188
060014507432,-121.89538983588521,37.6938464033563
060014514042,-121.7814701595716,37.68415796994128
060019819001,-122.3196939523116,37.80289387468963
060014004002,-122.2590489239512,37.8448408973732
060014261005,-122.22736789973727,37.82491331599544
061070005012,-119.39123514235034,36.535389871476376
061070007011,-119.10058117711472,36.405838462692536
061070007022,-119.10509822589759,36.41680924039267
061070007023,-119.09445451159384,36.42093097330442
061070007024,-119.09439566695407,36.415534133588444
060133212001,-122.07210629491277,37.98812732029766
060133220001,-122.06988568618358,37.96852747290657
060133220002,-122.06958708721683,37.9637980385045
060133220005,-122.0633294486337,37.95838181782562
060590320484,-117.61830205102481,33.65004318685117
060590423153,-117.68246262156138,33.52036375406249
060250118011,-115.58221992695726,32.785088067134026
060250123023,-115.84847949090788,33.25188507969263
060259400002,-114.63163385226227,32.76198178620648
060250101024,-115.51786850003678,33.129380318793274
